,CAS,灭火注意事项及措施
3261,78-10-4,喷水冷却容器，可能的话将容器从火场移至空旷处
3262,78-10-4,容器突然发出异常声音或出现异常现象，应立即撤离
3263,78-10-4,禁止用水、泡沫和酸碱灭火剂灭火
3264,78-18-2,消防人员须在有防爆掩蔽处操作
3265,78-18-2,遇大火切勿轻易接近
3266,78-18-2,在物料附近失火，需用水保持容器冷却
3267,78-18-2,禁止用砂土压盖
3268,78-62-6,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3269,78-62-6,喷水冷却容器，可能的话将容器从火场移至空旷处
3270,78-62-6,容器突然发出异常声音或出现异常现象，应立即撤离
3271,78-62-6,禁止用水和泡沫灭火
3272,78-67-1,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3273,78-67-1,尽可能将容器从火场移至空旷处
3274,78-67-1,喷水保持火场容器冷却，直至灭火结束
3275,78-75-1,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3276,78-75-1,尽可能将容器从火场移至空旷处
3277,78-75-1,喷水保持火场容器冷却，直至灭火结束
3278,78-75-1,容器突然发出异常声音或出现异常现象，应立即撤离
3279,78-78-4,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3280,78-78-4,喷水冷却容器，可能的话将容器从火场移至空旷处
3281,78-78-4,容器突然发出异常声音或出现异常现象，应立即撤离
3282,78-78-4,用水灭火无效
3283,78-79-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3284,78-79-5,尽可能将容器从火场移至空旷处
3285,78-79-5,喷水保持火场容器冷却，直至灭火结束
3286,78-79-5,容器突然发出异常声音或出现异常现象，应立即撤离
3287,78-79-5,用水灭火无效
3288,78-81-9,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3289,78-81-9,喷水冷却容器，可能的话将容器从火场移至空旷处
3290,78-81-9,容器突然发出异常声音或出现异常现象，应立即撤离
3291,78-82-0,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3292,78-82-0,用水灭火无效，但须用水保持火场容器冷却
3293,78-82-0,容器突然发出异常声音或出现异常现象，应立即撤离
3294,78-83-1,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3295,78-83-1,尽可能将容器从火场移至空旷处
3296,78-83-1,喷水保持火场容器冷却，直至灭火结束
3297,78-83-1,容器突然发出异常声音或出现异常现象，应立即撤离
3298,78-84-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3299,78-84-2,尽可能将容器从火场移至空旷处
3300,78-84-2,喷水保持火场容器冷却，直至灭火结束
3301,78-84-2,容器突然发出异常声音或出现异常现象，应立即撤离
3302,78-84-2,遇到大火，消防人员须在有防爆掩蔽处操作
3303,78-84-2,用水灭火无效
3304,78-86-4,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3305,78-86-4,喷水冷却容器，可能的话将容器从火场移至空旷处
3306,78-86-4,容器突然发出异常声音或出现异常现象，应立即撤离
3307,78-86-4,用水灭火无效
3308,78-86-4,用水灭火无效
3309,78-90-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3310,78-90-0,尽可能将容器从火场移至空旷处
3311,78-90-0,喷水保持火场容器冷却，直至灭火结束
3312,78-90-0,容器突然发出异常声音或出现异常现象，应立即撤离
3313,78-92-2,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3314,78-92-2,尽可能将容器从火场移至空旷处
3315,78-92-2,喷水保持火场容器冷却，直至灭火结束
3316,78-92-2,容器突然发出异常声音或出现异常现象，应立即撤离
3317,78-93-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3318,78-93-3,尽可能将容器从火场移至空旷处
3319,78-93-3,喷水保持火场容器冷却，直至灭火结束
3320,78-93-3,容器突然发出异常声音或出现异常现象，应立即撤离
3321,78-94-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3322,78-94-4,尽可能将容器从火场移至空旷处
3323,78-94-4,喷水保持火场容器冷却，直至灭火结束
3324,78-94-4,容器突然发出异常声音或出现异常现象，应立即撤离
3325,7803-51-2,切断气源
3326,7803-51-2,若不能切断气源，则不允许熄灭泄漏处的火焰
3327,7803-51-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3328,7803-51-2,尽可能将容器从火场移至空旷处
3329,7803-51-2,喷水保持火场容器冷却，直至灭火结束
3330,7803-52-3,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3331,7803-52-3,切断气源
3332,7803-52-3,若不能切断气源，则不允许熄灭泄漏处的火焰
3333,7803-52-3,喷水冷却容器，可能的话将容器从火场移至空旷处
3334,79-00-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3335,79-00-5,尽可能将容器从火场移至空旷处
3336,79-00-5,喷水保持火场容器冷却，直至灭火结束
3337,79-00-5,容器突然发出异常声音或出现异常现象，应立即撤离
3338,79-01-6,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3339,79-01-6,尽可能将容器从火场移至空旷处
3340,79-01-6,喷水保持火场容器冷却，直至灭火结束
3341,79-01-6,容器突然发出异常声音或出现异常现象，应立即撤离
3342,79-04-9,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3343,79-04-9,尽可能将容器从火场移至空旷处
3344,79-04-9,喷水保持火场容器冷却，直至灭火结束
3345,79-04-9,容器突然发出异常声音或出现异常现象，应立即撤离
3346,79-04-9,禁止用水、泡沫和酸碱灭火剂灭火
3347,79-06-1,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3348,79-06-1,尽可能将容器从火场移至空旷处
3349,79-06-1,喷水保持火场容器冷却，直至灭火结束
3350,79-08-3,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3351,79-08-3,尽可能将容器从火场移至空旷处
3352,79-08-3,喷水保持火场容器冷却，直至灭火结束
3353,79-09-4,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3354,79-09-4,尽可能将容器从火场移至空旷处
3355,79-09-4,喷水保持火场容器冷却，直至灭火结束
3356,79-09-4,容器突然发出异常声音或出现异常现象，应立即撤离
3357,79-10-7,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3358,79-10-7,尽可能将容器从火场移至空旷处
3359,79-10-7,喷水保持火场容器冷却，直至灭火结束
3360,79-10-7,容器突然发出异常声音或出现异常现象，应立即撤离
3361,79-11-8,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3362,79-11-8,尽可能将容器从火场移至空旷处
3363,79-11-8,喷水保持火场容器冷却，直至灭火结束
3364,79-20-9,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3365,79-20-9,尽可能将容器从火场移至空旷处
3366,79-20-9,喷水保持火场容器冷却，直至灭火结束
3367,79-20-9,容器突然发出异常声音或出现异常现象，应立即撤离
3368,79-20-9,用水灭火无效
3369,79-21-0,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3370,79-21-0,在物料附近失火，须用水保持容器冷却
3371,79-21-0,消防人员须在有防爆掩蔽处操作
3372,79-21-0,容器突然发出异常声音或出现异常现象，应立即撤离
3373,79-21-0,禁止用砂土压盖
3374,79-22-1,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3375,79-22-1,尽可能将容器从火场移至空旷处
3376,79-22-1,喷水保持火场容器冷却，直至灭火结束
3377,79-22-1,容器突然发出异常声音或出现异常现象，应立即撤离
3378,79-22-1,不宜用水
3379,79-24-3,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
3380,79-24-3,尽可能将容器从火场移至空旷处
3381,79-24-3,喷水保持火场容器冷却，直至灭火结束
3382,79-24-3,容器突然发出异常声音或出现异常现象，应立即撤离
3383,79-24-3,禁止用砂土压盖
3384,79-27-6,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3385,79-27-6,尽可能将容器从火场移至空旷处
3386,79-27-6,喷水保持火场容器冷却，直至灭火结束
3387,79-31-2,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3388,79-31-2,喷水冷却容器，可能的话将容器从火场移至空旷处
3389,79-31-2,容器突然发出异常声音或出现异常现象，应立即撤离
3390,79-34-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3391,79-34-5,尽可能将容器从火场移至空旷处
3392,79-34-5,喷水保持火场容器冷却，直至灭火结束
3393,79-37-8,不可用水灭火，而用沙土、干粉、二氧化碳灭火
3394,79-37-8,消防人员须戴氧气防毒面具和穿全身防护服
3395,79-41-4,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3396,79-41-4,尽可能将容器从火场移至空旷处
3397,79-41-4,喷水保持火场容器冷却，直至灭火结束
3398,79-41-4,容器突然发出异常声音或出现异常现象，应立即撤离
3399,79-43-6,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3400,79-43-6,尽可能将容器从火场移至空旷处
3401,79-43-6,喷水保持火场容器冷却，直至灭火结束
3402,79-43-6,容器突然发出异常声音或出现异常现象，应立即撤离
3403,79-44-7,用沙土、干粉、二氧化碳灭火
3404,79-44-7,着火时可用水喷淋冷却容器，但不能直接与水接触，消防人员必须穿戴氧气防毒面具和全身防护服
3405,79-46-9,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
3406,79-46-9,尽可能将容器从火场移至空旷处
3407,79-46-9,喷水保持火场容器冷却，直至灭火结束
3408,79-46-9,容器突然发出异常声音或出现异常现象，应立即撤离
3409,79-92-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3410,79-92-5,尽可能将容器从火场移至空旷处
3411,79-92-5,喷水保持火场容器冷却，直至灭火结束
3412,80-12-6,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3413,80-12-6,尽可能将容器从火场移至空旷处
3414,80-12-6,喷水保持火场容器冷却，直至灭火结束
3415,80-17-1,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3416,80-17-1,尽可能将容器从火场移至空旷处
3417,80-17-1,喷水保持火场容器冷却，直至灭火结束
3418,80-56-8,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3419,80-56-8,喷水冷却容器，可能的话将容器从火场移至空旷处
3420,80-56-8,容器突然发出异常声音或出现异常现象，应立即撤离
3421,80-62-6,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3422,80-62-6,尽可能将容器从火场移至空旷处
3423,80-62-6,喷水保持火场容器冷却，直至灭火结束
3424,80-62-6,容器突然发出异常声音或出现异常现象，应立即撤离
3425,80-62-6,遇大火，消防人员须在有防护掩蔽处操作
3426,8006-64-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3427,8006-64-2,尽可能将容器从火场移至空旷处
3428,8006-64-2,喷水保持火场容器冷却，直至灭火结束
3429,8006-64-2,容器突然发出异常声音或出现异常现象，应立即撤离
3430,8008-20-6,火灾用沙土、二氧化碳、1211灭火剂、泡沫和干粉灭火剂
3431,8008-20-6,只可用水冷却未燃烧的包装
3432,8014-95-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3433,8014-95-7,尽可能将容器从火场移至空旷处
3434,8014-95-7,喷水保持火场容器冷却，直至灭火结束
3435,8014-95-7,避免水流冲击物品，以免遇水会放出大量热量发生喷溅而灼伤皮肤
3436,8017-16-1,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3437,8017-16-1,尽可能将容器从火场移至空旷处
3438,8017-16-1,喷水保持火场容器冷却，直至灭火结束
3439,8030-30-6,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3440,8030-30-6,喷水冷却容器，可能的话将容器从火场移至空旷处
3441,8030-30-6,容器突然发出异常声音或出现异常现象，应立即撤离
3442,8030-30-6,用水灭火无效
3443,8032-32-4,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3444,8032-32-4,喷水冷却容器，可能的话将容器从火场移至空旷处
3445,8032-32-4,容器突然发出异常声音或出现异常现象，应立即撤离
3446,8032-32-4,用水灭火无效
3447,81-20-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3448,81-20-9,尽可能将容器从火场移至空旷处
3449,81-20-9,喷水保持火场容器冷却，直至灭火结束
3450,81-20-9,容器突然发出异常声音或出现异常现象，应立即撤离
3451,814-49-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3452,814-49-3,尽可能将容器从火场移至空旷处
3453,814-49-3,喷水保持火场容器冷却，直至灭火结束
3454,82-71-3,可用雾状水灭火
3455,82-71-3,禁止用沙土压盖
3456,83-32-9,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3457,83-32-9,喷水冷却容器，可能的话将容器从火场移至空旷处
3458,83-41-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3459,83-41-0,尽可能将容器从火场移至空旷处
3460,83-41-0,喷水保持火场容器冷却，直至灭火结束
3461,83-41-0,容器突然发出异常声音或出现异常现象，应立即撤离
3462,85-44-9,消防人员必须穿全身耐酸碱消防服、佩戴空气呼吸器灭火
3463,85-44-9,尽可能将容器从火场移至空旷处
3464,85-44-9,喷水保持火场容器冷却，直至灭火结束
3465,86-57-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
3466,86-57-7,可能的话将容器从火场移至空旷处
3467,86-57-7,喷水冷却容器，直至灭火结束
3468,86-88-4,可用雾状水、沙土、二氧化碳灭火
