,CAS,操作注意事项
20541,98-94-2,建议操作人员佩戴自吸过滤式防毒面具(全面罩)，戴橡胶耐酸碱手套
20542,98-94-2,戴橡胶耐油手套
20543,98-94-2,远离火种、热源
20544,98-94-2,工作场所严禁吸烟
20545,98-94-2,使用防爆型的通风系统和设备
20546,98-94-2,防止蒸气泄漏到工作场所空气中
20547,98-94-2,避免与氧化剂、酸类接触
20548,98-94-2,搬运时要轻装轻卸，防止包装及容器损坏
20549,98-94-2,配备相应品种和数量的消防器材及泄漏应急处理设备
20550,98-94-2,倒空的容器可能残留有害物
20551,98-95-3,密闭操作，提供充分的局部排风
20552,98-95-3,操作人员必须经过专门培训，严格遵守操作规程
20553,98-95-3,建议操作人员佩戴过滤式防毒面具(半面罩)，戴安全防护眼镜，穿透气型防毒服，戴橡胶耐油手套
20554,98-95-3,远离火种、热源
20555,98-95-3,工作场所严禁吸烟
20556,98-95-3,使用防爆型的通风系统和设备
20557,98-95-3,防止蒸气泄漏到工作场所空气中
20558,98-95-3,避免与氧化剂、还原剂、碱类接触
20559,98-95-3,搬运时要轻装轻卸，防止包装及容器损坏
20560,98-95-3,配备相应品种和数量的消防器材及泄漏应急处理设备
20561,98-95-3,倒空的容器可能残留有害物
20562,99-08-1,密闭操作，提供充分的局部排风
20563,99-08-1,操作人员必须经过专门培训，严格遵守操作规程
20564,99-08-1,建议操作人员佩戴自吸过滤式防尘口罩，戴安全防护眼镜，穿透气型防毒服，戴耐油橡胶手套
20565,99-08-1,远离火种、热源
20566,99-08-1,工作场所严禁吸烟
20567,99-08-1,使用防爆型的通风系统和设备
20568,99-08-1,避免产生粉尘
20569,99-08-1,避免与氧化剂、还原剂、碱类接触
20570,99-08-1,搬运时要轻装轻卸，防止包装及容器损坏
20571,99-08-1,配备相应品种和数量的消防器材及泄漏应急处理设备
20572,99-08-1,倒空的容器可能残留有害物
20573,99-09-2,密闭操作，提供充分的局部排风
20574,99-09-2,操作人员必须经过专门培训，严格遵守操作规程
20575,99-09-2,建议操作人员佩戴自吸过滤式防尘口罩，戴安全防护眼镜，穿防毒物渗透工作服，戴橡胶手套
20576,99-09-2,远离火种、热源
20577,99-09-2,工作场所严禁吸烟
20578,99-09-2,使用防爆型的通风系统和设备
20579,99-09-2,避免产生粉尘
20580,99-09-2,避免与氧化剂、还原剂、酸类接触
20581,99-09-2,搬运时要轻装轻卸，防止包装及容器损坏
20582,99-09-2,配备相应品种和数量的消防器材及泄漏应急处理设备
20583,99-09-2,倒空的容器可能残留有害物
20584,99-12-7,密闭操作，提供充分的局部排风
20585,99-12-7,操作人员必须经过专门培训，严格遵守操作规程
20586,99-12-7,建议操作人员佩戴头罩型电动送风过滤式防尘呼吸器，穿胶布防毒衣，戴橡胶手套
20587,99-12-7,远离火种、热源
20588,99-12-7,工作场所严禁吸烟
20589,99-12-7,使用防爆型的通风系统和设备
20590,99-12-7,避免产生粉尘
20591,99-12-7,避免与氧化剂、还原剂、碱类接触
20592,99-12-7,搬运时要轻装轻卸，防止包装及容器损坏
20593,99-12-7,配备相应品种和数量的消防器材及泄漏应急处理设备
20594,99-12-7,倒空的容器可能残留有害物
20595,99-33-2,密闭操作，提供充分的局部排风
20596,99-33-2,防止粉尘释放到车间空气中
20597,99-33-2,操作人员必须经过专门培训，严格遵守操作规程
20598,99-33-2,建议操作人员佩戴防尘面具（全面罩），穿胶布防毒衣，戴橡胶手套
20599,99-33-2,远离火种、热源，工作场所严禁吸烟
20600,99-33-2,使用防爆型的通风系统和设备
20601,99-33-2,避免产生粉尘
20602,99-33-2,避免与氧化剂接触
20603,99-33-2,尤其要注意避免与水接触
20604,99-33-2,配备相应品种和数量的消防器材及泄漏应急处理设备
20605,99-33-2,倒空的容器可能残留有害物
20606,99-35-4,密闭操作，提供充分的局部排风
20607,99-35-4,操作人员必须经过专门培训，严格遵守操作规程
20608,99-35-4,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜．穿紧袖工作服，长筒胶鞋，戴橡胶手套
20609,99-35-4,远离火种、热源
20610,99-35-4,工作场所严禁吸烟
20611,99-35-4,使用防爆型的通风系统和设备
20612,99-35-4,避免产生粉尘
20613,99-35-4,避免与氧化剂、还原剂、活性金属粉末、碱类接触
20614,99-35-4,搬运时要轻装轻卸，防止包装及容器损坏
20615,99-35-4,禁止震动、撞击和摩擦
20616,99-35-4,配备相应品种和数量的消防器材及泄漏应急处理设备
20617,99-51-4,密闭操作，提供充分的局部排风
20618,99-51-4,操作人员必须经过专门培训，严格遵守操作规程
20619,99-51-4,建议操作人员佩戴自吸过滤式防毒面具(全面罩)，穿胶布防毒衣，戴橡胶手套
20620,99-51-4,远离火种、热源
20621,99-51-4,工作场所严禁吸烟
20622,99-51-4,使用防爆型的通风系统和设备
20623,99-51-4,避免产生粉尘
20624,99-51-4,避免与氧化剂、还原剂、碱类接触
20625,99-51-4,搬运时要轻装轻卸，防止包装及容器损坏
20626,99-51-4,配备相应品种和数量的消防器材及泄漏应急处理设备
20627,99-51-4,倒空的容器可能残留有害物
20628,99-52-5,密闭操作，提供充分的局部排风
20629,99-52-5,操作尽可能机械化、自动化
20630,99-52-5,操作人员必须经过专门培训，严格遵守操作规程
20631,99-52-5,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶手套
20632,99-52-5,远离火种、热源
20633,99-52-5,工作场所严禁吸烟
20634,99-52-5,使用防爆型的通风系统和设备
20635,99-52-5,避免产生粉尘
20636,99-52-5,避免与酸类接触
20637,99-52-5,搬运时要轻装轻卸，防止包装及容器损坏
20638,99-52-5,配备相应品种和数量的消防器材及泄漏应急处理设备
20639,99-52-5,倒空的容器可能残留有害物
20640,99-54-7,密闭操作，提供充分的局部排风
20641,99-54-7,操作人员必须经过专门培训，严格遵守操作规程
20642,99-54-7,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶手套
20643,99-54-7,远离火种、热源，工作场所严禁吸烟
20644,99-54-7,使用防爆型的通风系统和设备
20645,99-54-7,避免产生粉尘
20646,99-54-7,避免与氧化剂、还原剂、碱类接触
20647,99-54-7,搬运时要轻装轻卸，防止包装及容器损坏
20648,99-54-7,配备相应品种和数量的消防器材及泄漏应急处理设备
20649,99-54-7,倒空的容器可能残留有害物
20650,99-57-0,密闭操作，局部排风
20651,99-57-0,防止粉尘释放到车间空气中
20652,99-57-0,操作人员必须经过专门培训，严格遵守操作规程
20653,99-57-0,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶手套
20654,99-57-0,远离火种、热源，工作场所严禁吸烟
20655,99-57-0,使用防爆型的通风系统和设备
20656,99-57-0,避免产生粉尘
20657,99-57-0,避免与氧化剂、酸酐、酰基氯接触
20658,99-57-0,配备相应品种和数量的消防器材及泄漏应急处理设备
20659,99-57-0,倒空的容器可能残留有害物
20660,99-63-8,密闭操作，提供充分的局部排风
20661,99-63-8,防止粉尘释放到车间空气中
20662,99-63-8,操作人员必须经过专门培训，严格遵守操作规程
20663,99-63-8,建议操作人员佩戴防尘面具（全面罩），穿橡胶耐酸碱服，戴橡胶耐酸碱手套
20664,99-63-8,远离火种、热源，工作场所严禁吸烟
20665,99-63-8,使用防爆型的通风系统和设备
20666,99-63-8,避免产生粉尘
20667,99-63-8,避免与碱类、氧化剂、醇类接触
20668,99-63-8,配备相应品种和数量的消防器材及泄漏应急处理设备
20669,99-63-8,倒空的容器可能残留有害物
20670,99-65-0,密闭操作，提供充分的局部排风
20671,99-65-0,操作人员必须经过专门培训，严格遵守操作规程
20672,99-65-0,建议操作人员佩戴头罩型电动送风过滤式防尘呼吸器，穿胶布防毒衣，戴橡胶手套
20673,99-65-0,远离火种、热源
20674,99-65-0,工作场所严禁吸烟
20675,99-65-0,使用防爆型的通风系统和设备
20676,99-65-0,避免与氧化剂、还原剂、碱类接触
20677,99-65-0,搬运时要轻装轻卸，防止包装及容器损坏
20678,99-65-0,禁止震动、撞击和摩擦
20679,99-65-0,配备相应品种和数量的消防器材及泄漏应急处理设备
20680,99-65-0,倒空的容器可能残留有害物
20681,99-73-0,密闭操作
20682,99-73-0,加强局部排风
20683,99-73-0,操作人员必须经过专门培训，严格遵守操作规程
20684,99-73-0,建议操作人员佩戴头罩型电动送风过滤式防尘呼吸器，穿胶布防毒衣，戴橡胶手套
20685,99-73-0,远离火种、热源
20686,99-73-0,工作场所严禁吸烟
20687,99-73-0,使用防爆型的通风系统和设备
20688,99-73-0,避免产生粉尘
20689,99-73-0,避免与氧化剂、还原剂、碱类接触
20690,99-73-0,搬运时要轻装轻卸，防止包装及容器损坏
20691,99-73-0,配备相应品种和数量的消防器材及泄漏应急处理设备
20692,99-73-0,倒空的容器可能残留有害物
20693,99-87-6,密闭操作，注意通风
20694,99-87-6,操作人员必须经过专门培训，严格遵守操作规程
20695,99-87-6,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶耐油手套
20696,99-87-6,远离火种、热源，工作场所严禁吸烟
20697,99-87-6,使用防爆型的通风系统和设备
20698,99-87-6,防止蒸气泄漏到工作场所空气中
20699,99-87-6,避免与氧化剂接触
20700,99-87-6,充装要控制流速，防止静电积聚
20701,99-87-6,搬运时要轻装轻卸，防止包装及容器损坏
20702,99-87-6,配备相应品种和数量的消防器材及泄漏应急处理设备
20703,99-87-6,倒空的容器可能残留有害物
20704,99-89-8,密闭操作，提供充分的局部排风
20705,99-89-8,尽可能采取隔离操作
20706,99-89-8,操作人员必须经过专门培训，严格遵守操作规程
20707,99-89-8,建议操作人员佩戴防尘面具（全面罩），穿橡胶耐酸碱服，戴橡胶耐酸碱手套
20708,99-89-8,远离火种、热源，工作场所严禁吸烟
20709,99-89-8,使用防爆型的通风系统和设备
20710,99-89-8,避免产生粉尘
20711,99-89-8,避免与氧化剂接触
20712,99-89-8,搬运时要轻装轻卸，防止包装及容器损坏
20713,99-89-8,配备相应品种和数量的消防器材及泄漏应急处理设备
20714,99-89-8,倒空的容器可能残留有害物
20715,99-98-9,密闭操作，提供充分的局部排风
20716,99-98-9,操作人员必须经过专门培训，严格遵守操作规程
20717,99-98-9,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶手套
20718,99-98-9,远离火种、热源，工作场所严禁吸烟
20719,99-98-9,使用防爆型的通风系统和设备
20720,99-98-9,避免与氧化剂、酸类接触
20721,99-98-9,搬运时要轻装轻卸，防止包装及容器损坏
20722,99-98-9,配备相应品种和数量的消防器材及泄漏应急处理设备
20723,99-98-9,倒空的容器可能残留有害物
20724,99-99-0,密闭操作，提供充分的局部排风
20725,99-99-0,操作人员必须经过专门培训，严格遵守操作规程
20726,99-99-0,建议操作人员佩戴自吸过滤式防尘口罩，戴安全防护眼镜，穿透气型防毒服，戴橡胶耐油手套
20727,99-99-0,远离火种、热源
20728,99-99-0,工作场所严禁吸烟
20729,99-99-0,使用防爆型的通风系统和设备
20730,99-99-0,避免产生粉尘
20731,99-99-0,避免与氧化剂、还原剂、碱类接触
20732,99-99-0,搬运时要轻装轻卸，防止包装及容器损坏
20733,99-99-0,配备相应品种和数量的消防器材及泄漏应急处理设备
20734,99-99-0,倒空的容器可能残留有害物
20735,990-73-8,严加密闭，提供充分的局部排风和全面通风
20736,990-73-8,操作人员必须经过专门培训，严格遵守操作规程
20737,990-73-8,建议操作人员佩戴导管式防毒面具，戴化学安全防护眼镜，穿戴面罩式防毒衣，戴橡胶手套
20738,990-73-8,远离火种、热源
20739,990-73-8,工作场所严禁吸烟
20740,990-73-8,使用防爆型的通风系统和设备
20741,990-73-8,防止气体泄漏到工作场所空气中
20742,990-73-8,避免与氧化剂接触
20743,990-73-8,搬运时轻装轻卸，防止钢瓶及附件破损
20744,990-73-8,配备相应品种和数量的消防器材及泄漏应急处理设备
20745,993-00-0,密闭操作，局部排风
20746,993-00-0,操作人员必须经过专门培训，严格遵守操作规程
20747,993-00-0,建议操作人员佩戴过滤式防毒面具(全面罩)或自给式呼吸器，穿防静电工作服，戴橡胶手套
20748,993-00-0,远离火种、热源
20749,993-00-0,工作场所严禁吸烟
20750,993-00-0,使用防爆型的通风系统和设备
20751,993-00-0,避免产生烟雾
20752,993-00-0,防止气体或蒸气泄漏到工作场所空气中
20753,993-00-0,避免与氧化剂接触
20754,993-00-0,尤其要注意避免与水接触
20755,993-00-0,在传送过程中，钢瓶和容器必须接地和跨接，防止产生静电
20756,993-00-0,搬运时戴好钢瓶安全帽和防震橡皮圈，防止钢瓶碰撞、损坏
20757,993-00-0,配备相应品种和数量的消防器材及泄漏应急处理设备
20758,995-33-5,"All chemicals should be considered hazardous. Avoid direct physical contact. Use appropriate, approved safety equipment. Untrained individuals should not handle this chemical or its container. Handling should occur in a chemical fume hood."
20759,999-97-3,密闭操作，全面排风
20760,999-97-3,操作人员必须经过专门培训，严格遵守操作规程
20761,999-97-3,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶耐油手套
