,CAS,灭火方法
4572,927-07-1,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4573,927-07-1,尽可能将容器从火场移至空旷处
4574,927-07-1,喷水保持火场容器冷却，直至灭火结束
4575,927-07-1,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4576,927-07-1,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4577,927-07-1,不宜用水
4578,928-45-0,尽可能将容器从火场移至空旷处
4579,928-45-0,喷水保持火场容器冷却，直至灭火结束
4580,928-45-0,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4581,928-45-0,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4582,928-49-4,用泡沫、干粉、二氧化碳、砂土灭火
4583,928-65-4,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4584,928-65-4,尽可能将容器从火场移至空旷处
4585,928-65-4,喷水保持火场容器冷却，直至灭火结束
4586,928-65-4,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4587,928-65-4,灭火剂：干粉、二氧化碳、砂土
4588,928-65-4,禁止用水和泡沫灭火
4589,929-06-6,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4590,929-06-6,尽可能将容器从火场移至空旷处
4591,929-06-6,喷水保持火场容器冷却，直至灭火结束
4592,929-06-6,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4593,929-06-6,用水喷射逸出液体，使其稀释成不燃性混合物，并用雾状水保护消防人员
4594,929-06-6,灭火剂：水、雾状水、抗溶性泡沫、干粉、二氧化碳、砂土
4595,93-58-3,用泡沫、干粉、二氧化碳、砂土灭火
4596,93-59-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4597,93-59-4,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4598,93-70-9,尽可能将容器从火场移至空旷处；灭火剂使用雾状水、泡沫、二氧化碳、沙土
4599,93-72-1,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4600,93-72-1,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4601,93-76-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4602,93-76-5,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4603,930-28-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4604,930-28-9,尽可能将容器从火场移至空旷处
4605,930-28-9,喷水保持火场容器冷却，直至灭火结束
4606,930-28-9,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4607,930-28-9,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4608,930-68-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4609,930-68-7,尽可能将容器从火场移至空旷处
4610,930-68-7,喷水保持火场容器冷却，直至灭火结束
4611,930-68-7,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4612,930-68-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4613,931-87-3,用泡沫、干粉、二氧化碳、砂土灭火
4614,94-17-7,用水、雾状水、抗溶性泡沫、二氧化碳灭火
4615,94-36-0,用水、雾状水、抗溶性泡沫、二氧化碳灭火
4616,95-03-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4617,95-03-4,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4618,95-06-7,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4619,95-06-7,尽可能将容器从火场移至空旷处
4620,95-06-7,喷水保持火场容器冷却，直至灭火结束
4621,95-06-7,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4622,95-06-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4623,95-46-5,用泡沫、干粉、砂土灭火
4624,95-47-6,用泡沫、二氧化碳、干粉、砂土灭火
4625,95-48-7,用雾状水、泡沫、干粉、二氧化碳、砂土灭火
4626,95-49-8,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4627,95-49-8,尽可能将容器从火场移至空旷处
4628,95-49-8,喷水保持火场容器冷却，直至灭火结束
4629,95-49-8,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4630,95-49-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4631,95-50-1,用雾状水、泡沫、二氧化碳、砂土灭火
4632,95-51-2,用雾状水、泡沫、二氧化碳、砂土灭火
4633,95-52-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4634,95-52-3,尽可能将容器从火场移至空旷处
4635,95-52-3,喷水保持火场容器冷却，直至灭火结束
4636,95-52-3,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4637,95-52-3,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4638,95-53-4,用雾状水、泡沫、干粉、二氧化碳、砂土灭火
4639,95-54-5,用雾状水、二氧化碳、砂土灭火
4640,95-55-6,用雾状水、泡沫、干粉、二氧化碳、砂土灭火
4641,95-56-7,用雾状水、泡沫、干粉、二氧化碳、砂土灭火
4642,95-57-8,用雾状水、泡沫、二氧化碳、砂土灭火
4643,95-63-6,用泡沫、二氧化碳、干粉、砂土灭火
4644,95-64-7,尽可能将容器从火场移至空旷处
4645,95-64-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4646,95-65-8,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
4647,95-65-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4648,95-68-1,用泡沫、干粉、二氧化碳、砂土灭火
4649,95-70-5,用雾状水、抗溶性泡沫、二氧化碳、砂土灭火
4650,95-73-8,用雾状水、泡沫、二氧化碳、砂土灭火
4651,95-75-0,用雾状水、泡沫、二氧化碳、砂土灭火
4652,95-76-1,用雾状水、泡沫、干粉、二氧化碳、砂土灭火
4653,95-77-2,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
4654,95-77-2,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4655,95-78-3,用泡沫、干粉、二氧化碳、砂土灭火
4656,95-79-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4657,95-79-4,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4658,95-80-7,用雾状水、抗溶性泡沫、二氧化碳、砂土灭火
4659,95-82-9,用雾状水、泡沫、干粉、二氧化碳、砂土灭火
4660,95-85-2,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4661,95-85-2,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4662,95-87-4,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
4663,95-87-4,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4664,95-92-1,用泡沫、干粉、二氧化碳、砂土灭火
4665,95-94-3,用泡沫、二氧化碳、砂土灭火
4666,95-95-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4667,95-95-4,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4668,950-35-6,"用水雾,耐醇泡沫,干粉或二氧化碳灭火"
4669,96-05-9,"Wear a self-contained breathing apparatus in pressure-demand, MSHA/NIOSH (approved or equivalent), and full protective gear. During a fire, irritating and highly toxic gases may be generated by thermal decomposition or combustion. Containers may explode in the heat of a fire. Extinguishing media: Use water spray to cool fire-exposed containers. Use foam, dry chemical, or carbon dioxide. DO NOT USE WATER!"
4670,96-09-3,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4671,96-09-3,尽可能将容器从火场移至空旷处
4672,96-09-3,喷水保持火场容器冷却，直至灭火结束
4673,96-09-3,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4674,96-09-3,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4675,96-09-3,不宜用水
4676,96-10-6,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4677,96-10-6,尽可能将容器从火场移至空旷处
4678,96-10-6,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4679,96-10-6,灭火剂：干粉、二氧化碳、砂土
4680,96-10-6,禁止用水和泡沫灭火
4681,96-14-0,用泡沫、二氧化碳、干粉、砂土灭火
4682,96-18-4,用雾状水、泡沫、二氧化碳、砂土灭火
4683,96-22-0,用泡沫、干粉、二氧化碳、砂土灭火
4684,96-23-1,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4685,96-23-1,尽可能将容器从火场移至空旷处
4686,96-23-1,喷水保持火场容器冷却，直至灭火结束
4687,96-23-1,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4688,96-23-1,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4689,96-24-2,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4690,96-24-2,尽可能将容器从火场移至空旷处
4691,96-24-2,喷水保持火场容器冷却，直至灭火结束
4692,96-24-2,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4693,96-24-2,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4694,96-29-7,"Fires involving this material can be controlled with a dry chemical, carbon dioxide or Halon extinguisher. A water spray may also be used."
4695,96-32-2,用泡沫、干粉、砂土灭火
4696,96-33-3,用泡沫、二氧化碳、干粉、砂土灭火
4697,96-34-4,用于粉、二氧化碳、砂土灭火
4698,96-34-4,用雾状水驱散蒸气
4699,96-37-7,用泡沫、二氧化碳、干粉、砂土灭火
4700,96-41-3,用泡沫、干粉、二氧化碳、1211灭火剂、砂土灭火
4701,96-47-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4702,96-47-9,尽可能将容器从火场移至空旷处
4703,96-47-9,喷水保持火场容器冷却，直至灭火结束
4704,96-47-9,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4705,96-47-9,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4706,96-80-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4707,96-80-0,尽可能将容器从火场移至空旷处
4708,96-80-0,喷水保持火场容器冷却，直至灭火结束
4709,96-80-0,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4710,96-80-0,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4711,96-80-0,不宜用水
4712,96-96-8,"Wear a self-contained breathing apparatus in pressure-demand, MSHA/NIOSH (approved or equivalent), and full protective gear. During a fire, irritating and highly toxic gases may be generated by thermal decomposition or combustion. Extinguishing media: Use agent most appropriate to extinguish fire. In case of fire use water spray, dry chemical, carbon dioxide, or appropriate foam."
4713,961-68-2,用雾状水、泡沫、二氧化碳、砂土灭火
4714,97-00-7,用雾状水、泡沫、二氧化碳、干粉灭火
4715,97-02-9,用雾状水、泡沫、干粉、二氧化碳、砂土灭火
4716,97-52-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4717,97-52-9,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4718,97-62-1,用泡沫、二氧化碳、干粉、砂土灭火
4719,97-63-2,用泡沫、二氧化碳、干粉、砂土灭火
4720,97-64-3,用抗溶性泡沫、雾状水、干粉、二氧化碳、砂土灭火
4721,97-72-3,用水、二氧化碳、泡沫、干粉、砂土灭火
4722,97-85-8,用泡沫、干粉、二氧化碳、砂土灭火
4723,97-86-9,用泡沫、干粉、二氧化碳、砂土灭火
4724,97-88-1,用泡沫、干粉、二氧化碳、砂土灭火
4725,97-93-8,用干粉、干砂灭火
4726,97-94-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4727,97-94-9,尽可能将容器从火场移至空旷处
4728,97-94-9,喷水保持火场容器冷却，直至灭火结束
4729,97-94-9,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4730,97-94-9,灭火剂：干粉、二氧化碳、砂土
4731,97-94-9,禁止用水和泡沫灭火
4732,97-95-0,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
4733,97-95-0,尽可能将容器从火场移至空旷处
4734,97-95-0,喷水保持火场容器冷却，直至灭火结束
4735,97-95-0,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4736,97-95-0,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4737,97-96-1,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4738,97-96-1,尽可能将容器从火场移至空旷处
4739,97-96-1,喷水保持火场容器冷却，直至灭火结束
4740,97-96-1,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4741,97-96-1,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4742,97-97-2,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4743,97-97-2,尽可能将容器从火场移至空旷处
4744,97-97-2,喷水保持火场容器冷却，直至灭火结束
4745,97-97-2,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4746,97-97-2,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4747,98-00-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4748,98-00-0,尽可能将容器从火场移至空旷处
4749,98-00-0,喷水保持火场容器冷却，直至灭火结束
4750,98-00-0,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
4751,98-00-0,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
4752,98-01-1,用雾状水、泡沫、干粉、二氧化碳、砂土灭火
4753,98-02-2,在上风向灭火；尽可能将容器从火场移至空旷处；喷水保持火场容器冷却，直至灭火结束；处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离；灭火剂使用雾状水、泡沫、二氧化碳、沙土
4754,98-06-6,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
4755,98-06-6,尽可能将容器从火场移至空旷处
4756,98-06-6,喷水保持火场容器冷却，直至灭火结束
4757,98-06-6,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
