,危险品名称,分子式,相对分子质量,CAS,有害物成分,外观与性状,PH值,熔点,沸点,相对密度,相对蒸汽密度,饱和蒸汽压,临界温度,临界压力,LogP,闪点,引燃温度,燃烧热,爆炸下限,爆炸上限,溶解性,主要用途,稳定性
1649,三溴化砷,None,None,7784-33-0,None,无色至微黄色斜方晶系柱状结晶，易潮解。,None,32.8,220,3.3972(25℃)(水=1),None,0.133(41.8℃)(kPa),无意义,无意义,None,无意义,无意义,无意义,无意义,无意义,溶于烃类、卤代烃、二硫化碳、脂肪、油类，可混溶于苯、乙醚。,用于制造有机砷化合物，催化剂、药品等。,None
1650,三氯化砷,AsCl3,181.27,7784-34-1,三氯化砷,无色或淡黄色油状发烟液体,无资料,-18,130.2,2.163(水=1),6.25(空气=1),1.33(23.5℃)(kPa),None,无资料,1.61,无意义,无意义,None,无意义,无意义,溶于乙醇、乙醚、浓盐酸及多数有机溶剂,用于制造杀虫剂,稳定
1651,三氟化砷,AsF3,131.92,7784-35-2,三氟化砷,无色透明发烟的油状液体,无资料,-5.95,57.8,2.73(水=1),无资料(空气=1),13.33(13.2℃)(kPa),None,无资料,无资料,无意义,无意义,None,无意义,无意义,不溶于水，溶于乙醇、乙醚、苯、氢氧化铵等,用于制造杀虫剂、氟化剂、催化剂、掺杂剂等,稳定
1652,砷酸汞,HgHAsO4,340.53,7784-37-4,None,黄色粉末，剧毒。能溶于盐酸和硝酸，不溶于水。受热能放出有毒气体。,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,主要用于涂料工业、工业防水。,None
1653,砷化氢,AsH3,77.95,7784-42-1,砷化氢,无色气体，有大蒜臭味,无意义,-116,-62,1.689(84.9℃，液体)；2.69(水=1),2.66(空气=1),1463(20℃)(kPa),99.95,6.55,0.68,-110,无资料,None,4.5,100,溶于水，微溶于乙醇、碱液，溶于苯、氯仿,用于有机合成、军用毒气，及应用于科研或某些特殊实验中,稳定
1654,砷酸铵,None,None,7784-44-3,None,白色单斜棱柱状结晶或粉末。,None,(分解),None,1.989(水=1),None,None,无意义,无意义,None,无意义,无意义,无意义,无意义,无意义,易溶于水，不溶于醇、丙酮。,用作分析试剂及用于医药工业。,None
1655,三碘化砷,AsI3,455.62,7784-45-4,三碘化砷,橙红色鳞状或粉状结晶,无意义,140.9,424,4.69(25℃)(水=1),无资料(空气=1),None,None,无资料,无资料,无意义,无意义,None,无意义,无意义,溶于水、乙醇、乙醚、苯、氯仿、二硫化碳、二甲苯等,用于化学分析、医药工业等,稳定
1656,亚砷酸钠,AsNaO2,129.91,7784-46-5,亚砷酸钠,白色或灰白色粉末，有潮解性,无资料,615,分解,1.87(水=1),无资料(空气=1),None,None,无意义,-3.28,无意义,无意义,None,无意义,无意义,易溶于水，微溶于乙醇,用作杀虫剂、防腐剂、分析试剂等,稳定
1657,速灭磷[含量>5%],None,None,7786-34-7,None,淡黄色至草绿色液体。,None,-56,99~103(3.99×10-3kPa),1.25(水=1),7.73(空气=1),0.29×10-3(20℃)(kPa),None,None,None,79(℃),None,None,None,None,溶于水、多数有机溶剂。,农用杀虫、杀螨剂。,None
1658,硫酸镍,NiSO4.6H2O,262.86,7786-81-4,硫酸镍,"绿色结晶, 正方晶系。",None,None,840(无水),2.07(水=1),None,None,None,None,None,无意义,无意义,无意义,无意义,无意义,易溶于水，溶于乙醇，微溶于酸、氨水。,"主要用于电镀工业及制镍镉电池和其他镍盐, 也用于有机合成和生产硬化油作为油漆的催化剂。",None
1659,氟化钡,None,None,7787-32-8,None,白色粉末或无色透明四方晶系结晶。,None,1280,2260,4.8900(水=1),None,None,无意义,无意义,None,无意义,无意义,无意义,无意义,无意义,微溶于水，溶于盐酸、硝酸、氢氟酸、氯化铵。,用作防腐剂，用于金属热处理及陶瓷、搪瓷、玻璃制造。,None
1660,高锰酸钡,None,None,7787-36-2,None,紫褐色至黑色有光泽的结晶或粉末。,None,200(分解),None,3.77(20℃)(水=1),None,None,无意义,无意义,None,无意义,无意义,无意义,无意义,无意义,溶于水。,用作干电池的原料、强消毒剂及用于高锰酸盐的制造。,None
1661,氯化铍,None,None,7787-47-5,None,白色至微黄色易潮解的结晶或块状物。,None,399.2~440,520,1.899(25℃)(水=1),None,0.133(291℃)(kPa),无意义,无意义,None,无意义,无意义,无意义,无意义,无意义,易溶于水，溶于醇、醚、吡啶、二硫化碳。,用于制造铍，并用作有机反应的催化剂。,None
1662,五氟化铋,None,None,7787-62-4,None,无色斜方结晶，在潮湿空气中立即变成黄褐色。,None,151,230,5.55(25℃ )(水=1),None,None,无意义,无意义,None,无意义,无意义,无意义,无意义,无意义,None,用作氟化剂。,None
1663,三氟化溴,None,None,7787-71-5,None,麦枯色重质液体或浅黄色棱形结晶。在空气中发烟。,None,8.8,127,2.8030(25℃ )(水=1),4.7(空气=1),None,None,None,None,无意义,无意义,无意义,无意义,无意义,None,用作氟化反应试剂。,None
1664,氟化铬,CrF3,109,7788-97-8,氟化铬,绿色粉末或结晶,无意义,1100,1100～1200(升华),3.78(水=1),无资料(空气=1),None,None,无资料,无资料,无意义,无意义,None,无意义,无意义,不溶于水，不溶于醇，微溶于酸，溶于氢氟酸,用于印染工业，用作毛织品防蛀剂、卤化催化剂、大理石硬化及着色剂,稳定
1665,铬酸二钾,K2CrO4,194.2,7789-00-6,铬酸二钾,黄色斜方晶体。,None,975,(分解),2.732(水=1),None,None,无意义,无意义,None,无意义,无意义,无意义,无意义,无意义,溶于水，不溶于乙醇。,用于鞣革、医药，并用作媒染剂和分析试剂等。,None
1666,重铬酸铵,(NH4)2Cr2O7,252.1,7789/9/5,重铬酸铵,橘黄色单斜结晶或粉末,3.45(10%溶液),180(分解),无资料,2.15(水=1),8.7(空气=1),None,None,无意义,无资料,无意义,190,None,无意义,无意义,易溶于水，不溶于丙酮，溶于乙醇,用作鞣革、媒染剂、烟花、香料合成等,稳定
1667,硝酸铯,CsNO3,194.92,7789-18-6,硝酸铯,白色结晶粉末，易潮解，有盐硝味,无意义,414,分解,3.687(水=1),无资料(空气=1),None,None,无意义,无资料,无意义,无意义,None,无意义,无意义,溶于水，溶于丙酮，微溶于乙醇,用于铯盐制造,稳定
1668,氟化铜,None,None,7789-19-7,None,浅灰白色粉末，在潮湿空气中形成二水物，为兰色结晶。,None,770,1449,4.2300(水=1),None,None,无意义,无意义,None,无意义,无意义,无意义,无意义,无意义,微溶于水，溶于醇、酸、丙酮、氨水。,用作高温氟化剂。,None
1669,氟磺酸,HSO3F,100.07,7789-21-1,氟磺酸,无色透明的发烟液体，有强烈的刺激性气味,无资料,-88.9～-87.3,163,1.74(水=1),3.5(空气=1),0.33(25℃)(kPa),None,无资料,无资料,无意义,无意义,None,无意义,无意义,溶于水，溶于乙酸、硝基苯、乙醚，不溶于四氯化碳、二硫化碳,用于制造药品及用于有机合成,稳定
1670,氟化钾,KF,58.1,7789-23-3,氟化钾,无色立方结晶，易潮解,无意义,858,1505,2.48(水=1),无资料(空气=1),0.133Pa(885℃)(kPa),None,无资料,无资料,无意义,无意义,None,无意义,无意义,溶于水、氢氟酸、液氨，不溶于乙醇,用作分析试剂、络合物形成剂，及用于玻璃雕刻和食物防腐，还用作杀虫剂、氟化剂等,稳定
1671,氟化锂,None,None,7789-24-4,None,白色粉末或立方晶体。,None,848,1681,2.6350(水=1),None,0.133(1047℃)(kPa),无意义,无意义,None,无意义,无意义,无意义,无意义,无意义,难溶于水，不溶于醇，溶于酸。,用于搪瓷、玻璃、釉和焊接中作助熔剂。,None
1672,氟化氢钾,None,None,7789-29-9,None,无色至白色结晶。,None,238.7,478,2.3700(水=1),None,None,无意义,无意义,None,无意义,无意义,无意义,无意义,无意义,易溶于水，不溶于醇。,用于制氟、雕刻玻璃，用作防腐剂、烷基苯催化剂、焊接银制品的助熔剂及掩蔽剂。,None
1673,五氟化溴,None,None,7789-30-2,None,无色发烟液体，具有强刺激性臭味。,None,-61.3,40.5,2.466(25℃ )(水=1),6.05(空气=1),None,None,None,None,无意义,无意义,无意义,无意义,无意义,None,用作氟化反应试剂。,None
1674,一溴化碘,None,None,7789-33-5,None,黑褐色晶体。,None,36,None,4.42(水=1),None,None,None,None,None,无意义,无意义,无意义,无意义,无意义,溶于水。,用于有机合成。,None
1675,溴酸镁,Mg(BrO3)2·6H2O,388.24,7789-36-8,溴酸镁,无色或白色三棱柱状结晶,无意义,200(失去6H^<2^>O),分解,2.29(水=1),无资料(空气=1),None,None,无意义,无资料,无意义,无意义,None,无意义,无意义,易溶于水，不溶于乙醇,用作分析试剂、氧化剂,稳定
1676,溴酸钠,NaBrO3,150.9,7789-38-0,溴酸钠,白色结晶或晶状粉末，无味,无意义,381(分解),1390,3.34(17.5℃)(水=1),无资料(空气=1),None,None,无意义,-7.18,无意义,无意义,None,无意义,无意义,溶于水，不溶于乙醇,用作分析试剂和氧化剂、烫发药剂，与溴化钠混合用作金的溶解剂,稳定
1677,溴化铊,TlBr,284.28,7789-40-4,溴化铊,黄白色结晶性粉末,无意义,460(约),815,7.56(水=1),无资料(空气=1),1.33(522℃)(kPa),None,无资料,无资料,无意义,无意义,None,无意义,无意义,微溶于水，溶于乙醇，不溶于丙酮,用于制造药物,稳定
1678,溴化汞,None,None,7789-47-1,None,白色结晶或结晶状粉末，遇光分解。,None,237,322(升华),6.1090(25℃)(水=1),None,0.133(136.5℃)(kPa),无意义,无意义,None,无意义,无意义,无意义,无意义,无意义,溶于热醇、甲醇、盐酸，微溶于水、氯仿。,用作测定砷的特殊试剂及用于化肥分析。,None
1679,三溴化碘,None,None,7789-58-4,None,"深棕色液体, 具有刺激性气味。",None,None,None,None,None,None,None,None,None,无意义,无意义,无意义,无意义,无意义,溶于水，溶于醇。,用于医药，用作氧化剂等。,None
1680,氧溴化磷,None,None,7789-59-5,None,无色至淡橙色片状结晶，带有刺激性气味。,None,56,190,2.822(水=1),None,None,无意义,无意义,None,无意义,无意义,无意义,无意义,无意义,None,用作化学中间体。,None
1681,三溴化磷,PBr3,270.7,7789-60-8,三溴化磷,无色或淡黄色发烟液体，有刺激性臭味,无资料,-41.5～-40,175.3,2.85(水=1),无资料(空气=1),1.33(47.8℃)(kPa),None,无资料,2.28,无意义,无意义,None,无意义,无意义,可混溶于乙醚、丙酮、氯仿、四氯化碳、二硫化碳,用作测定糖和氧的试剂，用作催化剂，用于有机合成,稳定
1682,三溴化锑,SbBr3,361.48,7789-61-9,三溴化锑,黄色结晶，有潮解性,无意义,96～97,288(99.62kPa),4.15(水=1),无资料(空气=1),0.13(93.9℃)(kPa),None,5.67,无资料,无意义,无意义,None,无意义,无意义,溶于稀盐酸、氢溴酸、二硫化碳、丙酮、苯、氯仿、乙醇等,用作试剂,稳定
1683,四溴化锡,SnBr4,438.33,7789-67-5,四溴化锡,白色结晶块，在空气中发烟,无意义,31,202,3.34(水=1),无资料(空气=1),1.33(72.7℃)(kPa),None,无资料,无资料,无意义,无意义,None,无意义,无意义,易溶于水，溶于乙醇、四氯化碳,用作试剂，用于矿石分离,稳定
1684,五溴化磷,PBr5,430.49,7789-69-7,五溴化磷,黄色结晶粉末或块状固体，遇潮湿分解为氢溴酸及磷酸,无意义,>100(分解),106(分解),无资料(水=1),无资料(空气=1),None,None,无意义,无资料,无意义,无意义,None,无意义,无意义,溶于苯、二硫化碳、四氯化碳,用于有机合成，用作溴化剂,稳定
1685,氢化钙,CaH2,42.1,7789-78-8,氢化钙,灰白色结晶或块状，极易潮解,无意义,675(分解),分解,1.7(水=1),无资料(空气=1),None,None,无资料,无资料,无意义,>300,None,无资料,无资料,不溶于二硫化碳，微溶于浓酸,用作还原剂、干燥剂、化学分析试剂等,稳定
1686,碘酸钙,Ca(IO3)2·H2O,407.9,7789-80-2,碘酸钙,无色斜方结晶或白色结晶或粉末，无臭,无意义,540(分解),无资料,4.52(15℃)(水=1),无资料(空气=1),None,None,无意义,-5.28,无意义,无意义,None,无意义,无意义,微溶于水，不溶于乙醇，溶于硝酸,用作防臭剂、药物和食品添加剂,稳定
1687,高碘酸钾,KIO4,230.01,7790-21-8,高碘酸钾,无色结晶或白色粉末,无意义,582(爆炸),无资料,3.62(水=1),无资料(空气=1),None,None,无意义,无资料,无意义,无意义,None,无意义,无意义,微溶于冷水，溶于热水,用作氧化剂，主要用于氧化锰酸盐成高锰酸盐,稳定
1688,高碘酸钠,NaIO4,213.89,7790-28-5,高碘酸钠,无色结晶或白色晶状粉末,无意义,300(分解),无资料,3.87(水=1),无资料(空气=1),None,None,无意义,无资料,无意义,无意义,None,无意义,无意义,易溶于水、乙酸、盐酸、硫酸、硝酸，不溶于乙醇,用作分析试剂和氧化剂,稳定
1689,碘化亚铊,TlI,331.27,7790-30-9,碘化亚铊,红色立方体结晶或黄色粉末,无意义,440,824,7.1(水=1),无资料(空气=1),None,None,无资料,无资料,无意义,无意义,None,无意义,无意义,微溶于水，不溶于乙醇，溶于王水及浓硫酸,用于制造药物、光谱分析、热定位的特种过滤器、与溴化铊组成混合结晶、传送极长波长的红外线辐射,稳定
1690,碘酸锌,Zn(IO3)2,415.24,7790-37-6,碘酸锌,白色结晶性粉末,无意义,分解,无资料,4.98(水=1),无资料(空气=1),None,None,无意义,无资料,无意义,无意义,None,无意义,无意义,微溶于水，溶于硝酸、碱液,用于医药，用作分析试剂,稳定
1691,四碘化锡,SnI4,626.29,7790-47-8,四碘化锡,橙黄色或微红色结晶,无意义,144.5,364,4.47(0℃)(水=1),无资料(空气=1),None,None,无资料,0.49,无意义,无意义,None,无意义,无意义,不溶于冷水，溶于乙醇、苯、氯仿、乙醚、四氯化碳等,用作试剂,稳定
1692,亚硒酸钾,None,None,7790-59-2,None,无色、无臭的斜方晶系结晶或白色粉末。,None,None,None,3.066(20℃ )(水=1),None,None,无意义,无意义,None,无意义,无意义,无意义,无意义,无意义,溶于水。,用作化学试剂。,None
1693,硝酸锂,LiNO3,68.94,7790-69-4,硝酸锂,无色三角晶体或白色粉末，吸湿性强,无意义,255～264,600(分解),2.38(水=1),无资料(空气=1),None,None,无意义,无资料,无意义,无意义,None,无意义,无意义,溶于水，溶于乙醇,用于制造陶器、烟火、热交换介质、分析试剂等,稳定
1694,氟化镉,None,None,7790-79-6,None,白色立方体结晶。,None,1100,1758,6.64(水=1),None,0.133(1112℃)(kPa),无意义,无意义,None,无意义,无意义,无意义,无意义,无意义,微溶于水，溶于氢氟酸、无机酸，不溶于醇、液氨。,用于阴极射线管、磷光体、玻璃、控制核反应器及激光结晶的起始材料。,None
1695,碘酸镉,Cd(IO3)2,462.27,7790-81-0,碘酸镉,白色结晶性粉末,无意义,分解,无资料,6.48(水=1),无资料(空气=1),None,None,无意义,无资料,无意义,无意义,None,无意义,无意义,微溶于水，溶于硝酸、氨水、铵盐溶液,用作氧化剂等,稳定
1696,三氟化氯,ClF3,92.45,7790-91-2,三氟化氯,无色气体或绿色液体。,None,-76.3,11.3,3.14(水=1),None,None,None,None,None,None,None,None,None,None,None,用作氟化剂、燃烧剂、推进剂中的氧化剂、高温金属的切割油。,None
1697,氯磺酸,HClSO3,116.52,7790-94-5,氯磺酸,无色半油状液体，有极浓的刺激性气味,无资料,-80,151～158,1.77(水=1),4.02(空气=1),0.13(32℃)(kPa),None,8.5,0,无意义,无意义,None,无意义,无意义,不溶于二硫化碳、四氯化碳，溶于氯仿、乙酸、二氯甲烷,用于制造磺胺类药品，用作染料中间体、磺化剂、脱水剂及用于合成糖精等,稳定
1698,过氯酸铵,NH4ClO4,117.5,7790-98-9,过氯酸铵,无色或白色结晶，有刺激气味,无意义,130(分解/爆炸),无资料,1.95(水=1),无资料(空气=1),None,None,无意义,-5.84,无意义,无意义,None,无意义,无意义,易溶于水，微溶于乙醇、丙酮，溶于甲醇，不溶于乙醚、乙酸乙酯,用于制造炸药、烟火，并用作分析试剂、氧化剂,稳定
1699,一氯化碘,None,None,7790-99-0,None,黑色结晶或红棕色液体。存在α，β两种结晶形式。,None,27,97.4(分解),3.1822(0℃)(水=1),None,None,None,None,None,无意义,无意义,无意义,无意义,无意义,溶于乙醇、醚、乙酸、二硫化碳。,用于有机合成及测定油、脂中的碘值。,None
1700,过氯酸锂,LiClO4,106.4,7791/3/9,过氯酸锂,无色结晶，有潮解性,无意义,236,430(分解),2.43(水=1),无资料(空气=1),None,None,无意义,无资料,无意义,无意义,None,无意义,无意义,溶于水，溶于乙醇,用作固体火箭燃料、试剂,稳定
1701,氯酸锶,None,None,7791/10/8,None,白色结晶性粉末。,None,120(分解),None,3.152(20℃)(水=1),None,None,无意义,无意义,None,无意义,无意义,无意义,无意义,无意义,溶于水，微溶于乙醇。,用于制造红色烟火。,None
1702,氯化亚铊,None,None,7791-12-0,None,无色或白色粉末或结晶，在空气及光线中变成紫色。,None,430,720,7.0040(水=1),None,0.133(517℃)(kPa),无意义,无意义,None,无意义,无意义,无意义,无意义,无意义,微溶于水，不溶于醇、丙酮。,用作氯化反应催化剂，也用于极谱分析及制药等。,None
