,CAS,储存注意事项
11812,79-11-8,储区应备有合适的材料收容泄漏物
11813,79-20-9,储存于阴凉、通风的库房
11814,79-20-9,远离火种、热源
11815,79-20-9,库温不宜超过37℃
11816,79-20-9,保持容器密封
11817,79-20-9,应与氧化剂、酸类、碱类分开存放，切忌混储
11818,79-20-9,采用防爆型照明、通风设施
11819,79-20-9,禁止使用易产生火花的机械设备和工具
11820,79-20-9,储区应备有泄漏应急处理设备和合适的收容材料
11821,79-21-0,储存于有冷藏装置、通风良好、散热良好的不燃结构的库房内
11822,79-21-0,远离火种、热源
11823,79-21-0,库温不超过30℃，相对湿度不超过80%
11824,79-21-0,避免光照
11825,79-21-0,保持容器密封
11826,79-21-0,应与还原剂、碱类、金属盐类分开存放，切忌混储
11827,79-21-0,采用防爆型照明、通风设施
11828,79-21-0,禁止使用易产生火花的机械设备和工具
11829,79-21-0,储区应备有泄漏应急处理设备和合适的收容材料
11830,79-21-0,禁止震动、撞击和摩擦
11831,79-22-1,储存于阴凉、干燥、通风良好的专用库房内，实行“双人收发、双人保管”制度
11832,79-22-1,远离火种、热源
11833,79-22-1,库温不宜超过37℃
11834,79-22-1,包装要求密封，不可与空气接触
11835,79-22-1,应与酸类、碱类、醇类、胺类等分开存放，切忌混储
11836,79-22-1,采用防爆型照明、通风设施
11837,79-22-1,禁止使用易产生火花的机械设备和工具
11838,79-22-1,储区应备有泄漏应急处理设备和合适的收容材料
11839,79-24-3,储存于阴凉、干燥、通风良好的不燃库房
11840,79-24-3,远离火种、热源
11841,79-24-3,库温不宜超过37℃
11842,79-24-3,保持容器密封
11843,79-24-3,应与氧化剂、还原剂、酸类、碱类等分开存放，切忌混储
11844,79-24-3,采用防爆型照明、通风设施
11845,79-24-3,禁止使用易产生火花的机械设备和工具
11846,79-24-3,储区应备有泄漏应急处理设备和合适的收容材料
11847,79-27-6,储存于阴凉、通风的库房
11848,79-27-6,远离火种、热源
11849,79-27-6,保持容器密封
11850,79-27-6,应与氧化剂、碱类、食用化学品分开存放，切忌混储
11851,79-27-6,储区应备有泄漏应急处理设备和合适的收容材料
11852,79-29-8,储存于阴凉、通风的库房
11853,79-29-8,远离火种、热源
11854,79-29-8,防止阳光直射
11855,79-29-8,库温不宜超过30℃
11856,79-29-8,保持容器密封
11857,79-29-8,应与氧化剂、食用化学品分开存放，切忌混储
11858,79-29-8,采用防爆型照明、通风设施
11859,79-29-8,禁止使用易产生火花的机械设备和工具
11860,79-29-8,储区应备有泄漏应急处理设备和合适的收容材料
11861,79-30-1,储存于阴凉、干燥、通风良好的库房
11862,79-30-1,远离火种、热源
11863,79-30-1,库温不宜超过30℃
11864,79-30-1,保持容器密封
11865,79-30-1,应与氧化剂、醇类、碱类等分开存放，切忌混储
11866,79-30-1,不宜久存，以免变质
11867,79-30-1,采用防爆型照明、通风设施
11868,79-30-1,禁止使用易产生火花的机械设备和工具
11869,79-30-1,储区应备有泄漏应急处理设备和合适的收容材料
11870,79-31-2,储存于阴凉、通风的库房
11871,79-31-2,库温不宜超过37℃
11872,79-31-2,远离火种、热源
11873,79-31-2,保持容器密封
11874,79-31-2,应与氧化剂、还原剂、碱类分开存放，切忌混储
11875,79-31-2,采用防爆型照明、通风设施
11876,79-31-2,禁止使用易产生火花的机械设备和工具
11877,79-31-2,储区应备有泄漏应急处理设备和合适的收容材料
11878,79-34-5,储存于阴凉、通风的库房
11879,79-34-5,远离火种、热源
11880,79-34-5,保持容器密封
11881,79-34-5,应与氧化剂、碱类、活性金属粉末、食用化学品分开存放，切忌混储
11882,79-34-5,储区应备有泄漏应急处理设备和合适的收容材料
11883,79-36-7,储存于阴凉、干燥、通风良好的库房
11884,79-36-7,远离火种、热源
11885,79-36-7,保持容器密封
11886,79-36-7,应与氧化剂、碱类、醇类等分开存放，切忌混储
11887,79-36-7,配备相应品种和数量的消防器材
11888,79-36-7,储区应备有泄漏应急处理设备和合适的收容材料
11889,79-37-8,储存于阴凉、干燥
11890,79-37-8,通风良好的库房，远离热源、火源
11891,79-37-8,密封储存，与氧化剂、氰化物、碱类及含水物品隔离
11892,79-38-9,储存于阴凉、通风的库房
11893,79-38-9,远离火种、热源
11894,79-38-9,库温不宜超过30℃
11895,79-38-9,保持容器密封
11896,79-38-9,应与氧化剂、食用化学品分开存放，切忌混储
11897,79-38-9,采用防爆型照明、通风设施
11898,79-38-9,禁止使用易产生火花的机械设备和工具
11899,79-38-9,储区应备有泄漏应急处理设备
11900,79-41-4,通常商品加有阻聚剂
11901,79-41-4,储存于阴凉、通风的库房
11902,79-41-4,远离火种、热源
11903,79-41-4,包装要求密封，不可与空气接触
11904,79-41-4,应与氧化剂、胺类、碱类分开存放，切忌混储
11905,79-41-4,不宜大量储存或久存
11906,79-41-4,配备相应品种和数量的消防器材
11907,79-41-4,储区应备有泄漏应急处理设备和合适的收容材料
11908,79-43-6,储存于阴凉、通风的库房
11909,79-43-6,远离火种、热源
11910,79-43-6,保持容器密封
11911,79-43-6,应与氧化剂、碱类、还原剂分开存放，切忌混储
11912,79-43-6,配备相应品种和数量的消防器材
11913,79-43-6,储区应备有泄漏应急处理设备和合适的收容材料
11914,79-44-7,储存于阴凉、干燥、通风良好的仓库，远离火种、热源
11915,79-44-7,与氰化物、氧化剂、碱类隔离储存
11916,79-46-9,储存于阴凉、通风的库房
11917,79-46-9,库温不宜超过37℃
11918,79-46-9,远离火种、热源
11919,79-46-9,保持容器密封
11920,79-46-9,应与氧化剂、酸类、碱类等分开存放，切忌混储
11921,79-46-9,采用防爆型照明、通风设施
11922,79-46-9,禁止使用易产生火花的机械设备和工具
11923,79-46-9,储区应备有泄漏应急处理设备和合适的收容材料
11924,79-52-7,储存于阴凉、通风仓间内；远离火种、热源；保持容器密封；应与氧化剂、酸类、食用化工原料分开存放；搬运时要轻装、轻卸，防止包装及容器损坏；分装和搬运作业要注意个人防护
11925,79-92-5,储存于阴凉、通风的库房
11926,79-92-5,远离火种、热源
11927,79-92-5,库温不宜超过35℃
11928,79-92-5,包装密封
11929,79-92-5,应与氧化剂分开存放，切忌混储
11930,79-92-5,采用防爆型照明、通风设施
11931,79-92-5,禁止使用易产生火花的机械设备和工具
11932,79-92-5,储区应备有合适的材料收容泄漏物
11933,80-10-4,储存于阴凉、干燥、通风良好的库房
11934,80-10-4,远离火种、热源
11935,80-10-4,保持容器密封
11936,80-10-4,应与氧化剂等分开存放，切忌混储
11937,80-10-4,配备相应品种和数量的消防器材
11938,80-10-4,储区应备有泄漏应急处理设备和合适的收容材料
11939,80-12-6,储存于阴凉、干燥、通风专用库房
11940,80-12-6,实行“双人收发、双人保管”制度
11941,80-12-6,远离火种、热源
11942,80-12-6,库温不宜超过30℃
11943,80-12-6,应与氧化剂、食用化学品分开存放，切忌混储
11944,80-12-6,采用防爆型照明、通风设施
11945,80-12-6,禁止使用易产生火花的机械设备和工具
11946,80-12-6,储区应备有泄漏应急处理设备
11947,80-15-9,储存于阴凉、通风的库房
11948,80-15-9,远离火种、热源
11949,80-15-9,库温不宜超过30℃
11950,80-15-9,保持容器密封
11951,80-15-9,应与易（可）燃物、还原剂、酸类、食用化学品分开存放，切忌混储
11952,80-15-9,采用防爆型照明、通风设施
11953,80-15-9,禁止使用易产生火花的机械设备和工具
11954,80-15-9,储区应备有泄漏应急处理设备和合适的收容材料
11955,80-15-9,禁止震动、撞击和摩擦
11956,80-17-1,储存于阴凉、通风的库房
11957,80-17-1,远离火种、热源
11958,80-17-1,库温不宜超过35℃
11959,80-17-1,包装必须密封，切勿受潮
11960,80-17-1,应与氧化剂、碱类分开存放，切忌混储
11961,80-17-1,采用防爆型照明、通风设施
11962,80-17-1,禁止使用易产生火花的机械设备和工具
11963,80-17-1,储区应备有合适的材料收容泄漏物
11964,80-51-3,"Keep in a cool, dry, dark location in a tightly sealed container or cylinder. Keep away from incompatible materials, ignition sources and untrained individuals. Secure and label area. Protect containers/cylinders from physical damage."
11965,80-55-7,储存于阴凉、通风的库房
11966,80-55-7,远离火种、热源
11967,80-55-7,应与氧化剂、碱类分开存放，切忌混储
11968,80-55-7,采用防爆型照明、通风设施
11969,80-55-7,禁止使用易产生火花的机械设备和工具
11970,80-55-7,储区应备有泄漏应急处理设备和合适的收容材料
11971,80-56-8,储存于阴凉、通风的库房
11972,80-56-8,远离火种、热源
11973,80-56-8,库温不宜超过37℃，保持容器密封
11974,80-56-8,应与氧化剂、酸类分开存放，切忌混储
11975,80-56-8,不宜大量储存或久存
11976,80-56-8,采用防爆型照明、通风设施
11977,80-56-8,禁止使用易产生火花的机械设备和工具
11978,80-56-8,储区应备有泄漏应急处理设备和合适的收容材料
11979,80-62-6,通常商品加有阻聚剂
11980,80-62-6,储存于阴凉、通风的库房
11981,80-62-6,远离火种、热源
11982,80-62-6,避光保存
11983,80-62-6,库温不宜超过37℃
11984,80-62-6,包装要求密封，不可与空气接触
11985,80-62-6,应与氧化剂、酸类、碱类、卤素等分开存放，切忌混储
11986,80-62-6,不宜大量储存或久存
11987,80-62-6,采用防爆型照明、通风设施
11988,80-62-6,禁止使用易产生火花的机械设备和工具
11989,80-62-6,储区应备有泄漏应急处理设备和合适的收容材料
11990,8001-35-2,储存于阴凉、通风的库房
11991,8001-35-2,远离火种、热源
11992,8001-35-2,应与氧化剂、碱类、食用化学品分开存放，切忌混储
11993,8001-35-2,配备相应品种和数量的消防器材
11994,8001-35-2,储区应备有合适的材料收容泄漏物
11995,8001-35-2,应严格执行极毒物品“五双”管理制度
11996,8006-64-2,储存于阴凉、通风的库房
11997,8006-64-2,远离火种、热源
11998,8006-64-2,库温不宜超过37℃
11999,8006-64-2,保持容器密封
12000,8006-64-2,应与氧化剂、酸类分开存放，切忌混储
12001,8006-64-2,采用防爆型照明、通风设施
12002,8006-64-2,禁止使用易产生火花的机械设备和工具
12003,8006-64-2,储区应备有泄漏应急处理设备和合适的收容材料
12004,8008-20-6,储存于阴凉通风防火建筑库房，库温在32℃ 以下，可与其他易燃液体同库存，但不能与氧化剂、爆炸品、酸、碱相互抵触物品同储
12005,8014-95-7,储存于阴凉、通风的库房
12006,8014-95-7,保持容器密封
12007,8014-95-7,应与易(可)燃物、碱类、活性金属粉末、还原剂等分开存放，切忌混储
12008,8014-95-7,储区应备有泄漏应急处理设备和合适的收容材料
12009,8017-16-1,储存于阴凉、通风的库房
12010,8017-16-1,远离火种、热源
12011,8017-16-1,保持容器密封
12012,8017-16-1,应与氧化剂分开存放，切忌混储
12013,8017-16-1,储区应备有泄漏应急处理设备和合适的收容材料
12014,8030-30-6,用储罐储存
12015,8030-30-6,远离火种、热源
12016,8030-30-6,采用防爆型照明、通风设施
12017,8030-30-6,禁止使用易产生火花的机械设备和工具
12018,8030-30-6,储区应备有泄漏应急处理设备和合适的收容材料
12019,8032-32-4,储存于阴凉、通风的库房
12020,8032-32-4,远离火种、热源
12021,8032-32-4,库温不宜超过37℃
12022,8032-32-4,保持容器密封
12023,8032-32-4,应与氧化剂分开存放，切忌混储
12024,8032-32-4,采用防爆型照明、通风设施
12025,8032-32-4,禁止使用易产生火花的机械设备和工具
12026,8032-32-4,储区应备有泄漏应急处理设备和合适的收容材料
12027,81-20-9,储存于阴凉、通风的库房
12028,81-20-9,远离火种、热源
12029,81-20-9,保持容器密封
12030,81-20-9,应与氧化剂、还原剂、碱类、食用化学品分开存放，切忌混储
12031,81-20-9,配备相应品种和数量的消防器材
12032,81-20-9,储区应备有泄漏应急处理设备和合适的收容材料
12033,81-84-5,储存于阴凉、干燥、通风良好的库房
12034,81-84-5,远离火种、热源
12035,81-84-5,库温不超过32℃，相对湿度不超过80％
12036,81-84-5,包装必须密封，切勿受潮
12037,81-84-5,应与氧化剂、酸类、碱类等分开存放，切忌混储
12038,81-84-5,采用防爆型照明、通风设施
12039,81-84-5,禁止使用易产生火花的机械设备和工具
12040,81-84-5,储区应备有合适的材料收容泄漏物
12041,814-49-3,储存于阴凉、干燥、通风专用库房
12042,814-49-3,实行“双人收发、双人保管”制度
12043,814-49-3,远离火种、热源
12044,814-49-3,库温不宜超过30℃
12045,814-49-3,应与氧化剂、食用化学品分开存放，切忌混储
12046,814-49-3,采用防爆型照明、通风设施
12047,814-49-3,禁止使用易产生火花的机械设备和工具
12048,814-49-3,储区应备有泄漏应急处理设备
12049,814-78-8,通常商品加有阻聚剂
12050,814-78-8,储存于阴凉、通风的库房
12051,814-78-8,远离火种、热源
12052,814-78-8,库温不宜超过30℃
12053,814-78-8,应与氧化剂、酸类、食用化学品分开存放，切忌混储
12054,814-78-8,不宜大量储存或久存
12055,814-78-8,采用防爆型照明、通风设施
12056,814-78-8,禁止使用易产生火花的机械设备和工具
12057,814-78-8,储区应备有泄漏应急处理设备和合适的收容材料
12058,818-08-6,储存于阴凉、通风的库房
12059,818-08-6,远离火种、热源
12060,818-08-6,防止阳光直射
12061,818-08-6,包装密封
12062,818-08-6,应与氧化剂、食用化学品分开存放，切忌混储
