,CAS,健康危害
4566,7778-54-3,皮肤接触可引起中至重度皮肤损害
4567,7778-74-7,本品对皮肤、黏膜有强烈刺激性
4568,7779-88-6,本品有腐蚀性
4569,7779-88-6,在高温下分解产生有刺激和有毒的氮氧化物气体，吸入引起中毒
4570,7782-41-4,本品高浓度时有强烈的腐蚀作用急性中毒：高浓度接触眼和上呼吸道出现强烈的刺激症状，重者引起肺水肿、肺出血、喉及支气管痉挛
4571,7782-41-4,氟对皮肤、黏膜有强烈的刺激作用，高浓度可引起严重灼伤
4572,7782-41-4,慢性影响：可引起慢性鼻炎、咽炎、喉炎、气管炎、植物神经功能紊乱和骨骼改变
4573,7782-41-4,尿氟可增高
4574,7782-44-7,氧压的高低不同对机体各种生理功能的影响也不同
4575,7782-44-7,肺型：见于在氧分压100～200kPa条件下，时间超过6～12h
4576,7782-44-7,开始时出现胸骨后不适感、轻咳，进而胸闷、胸骨后烧灼感和呼吸困难，咳嗽加剧；严重时可发生肺水肿，甚至出现呼吸窘迫综合征
4577,7782-44-7,脑型：见于氧分压超过300kPa连续2～3h时，先出现面部肌肉抽动、面色苍白、眩晕、心动过速、虚脱，继而全身强直性抽搐、昏迷，呼吸衰竭而死亡
4578,7782-44-7,眼型：长期处于氧分压为60～100kPa的条件下可发生眼损害，严重者可失明
4579,7782-44-7,皮肤接触液态氧可引起冻伤
4580,7782-50-5,氯是一种强烈的刺激性气体
4581,7782-50-5,急性中毒：轻度者有流泪、咳嗽、咳少量痰、胸闷，出现气管一支气管炎或支气管周围炎的表现；中度中毒发生支气管肺炎、局限性肺泡性肺水肿、间质性肺水肿，或哮喘样发作，病人除有上述症状的加重外，出现呼吸困难、轻度紫绀等；重者发生肺泡性水肿、急性呼吸窘迫综合征、严重窒息、昏迷和休克，可出现气胸、纵隔气肿等并发症
4582,7782-50-5,吸入极高浓度的氯气，可引起迷走神经反射性心跳骤停或喉头痉挛而发生“电击样”死亡
4583,7782-50-5,眼接触可引起急性结膜炎，高浓度造成角膜损伤
4584,7782-50-5,皮肤接触液氯或高浓度氯，在暴露部位可有灼伤或急性皮炎
4585,7782-50-5,慢性影响：长期低浓度接触，可引起慢性牙龈炎、慢性咽炎、慢性支气管炎、肺气肿、支气管哮喘等
4586,7782-50-5,可引起牙齿酸蚀症
4587,7782-68-5,对眼、黏膜、皮肤和上呼吸道有刺激性
4588,7782-82-3,过长时间或重复暴露，可损坏器官
4589,7782-86-7,汞离子可使含巯基的酶丧失活性，失去功能；还能与酶中的氨基、二巯基、羧基、羟基以及细胞内的磷酰基结合，引起相应的损害急性中毒：有头痛、头晕、乏力、失眠、多梦、口腔炎、发热等全身症状
4590,7782-86-7,可有食欲不振、恶心、腹痛、腹泻等
4591,7782-86-7,部分患者皮肤出现红色斑丘疹
4592,7782-86-7,严重者发生间质性肺炎及肾损害
4593,7782-86-7,口服可发生急性腐蚀性胃肠炎，严重者昏迷、休克，甚至发生坏死性肾病致急性肾功能衰竭
4594,7782-86-7,对眼有刺激性
4595,7782-86-7,可致皮炎
4596,7782-86-7,慢性中毒：表现有神经衰弱综合征；易兴奋症；精神情绪障碍，如胆怯、害羞、易怒、爱哭等；汞毒性震颤；口腔炎
4597,7782-86-7,少数病例有肝、肾损伤
4598,7782-99-2,对眼睛、皮肤、黏膜和呼吸道有强烈的刺激作用
4599,7782-99-2,吸入后可引起喉、支气管的炎症，化学性肺炎，肺水肿
4600,7783-00-8,亚硒酸是硒的毒性最强的形式，摄入几乎肯定致命
4601,7783-00-8,"摄入几小时后可能出现昏迷、呼吸抑制、血压过低和死亡
"
4602,7783-00-8,严重的低血压会继发心肌毒性收缩减少和外周血管异常阻抗
4603,7783-00-8,"化验异常包括血小板减少、肝肾功能紊乱和血
清激酶水平升高"
4604,7783-00-8,", 据我们所知，此化学，物理和毒性性质尚未经完整的研究"
4605,7783-06-4,本品是强烈的神经毒物，对黏膜有强烈刺激作用
4606,7783-06-4,急性中毒：接触反应表现为接触后出现眼刺痛、羞明、流泪、结膜充血、咽部灼热感、咳嗽等眼和上呼吸道刺激表现，或有头痛、头晕、乏力、恶心等神经系统症状，脱离接触后在短时间内消失
4607,7783-06-4,具有下列情况之一者为急性轻度中毒：出现明显的头痛、头晕、乏力等症状，并出现轻度至中度意识障碍；出现急性气管一支气管炎或支气管周围炎
4608,7783-06-4,具有下列情况之一者为中度中毒：意识障碍表现为浅至中度昏迷；出现急性支气管肺炎
4609,7783-06-4,具有下列情况之一者为重度中毒：意识障碍程度达深昏迷或呈植物状态；肺水肿；多脏器衰竭；猝死
4610,7783-06-4,高浓度(1000mg/m3以上)接触硫化氢时可在数秒钟内突然昏迷，呼吸和心跳骤停，发生闪电型死亡
4611,7783-06-4,严重中毒可留有神经、精神后遗症
4612,7783-06-4,慢性影响：长期接触低浓度的硫化氢，可引起神经衰弱综合征和植物神经功能紊乱等
4613,7783-08-6,本品吸湿性腐蚀性强
4614,7783-08-6,对眼睛、皮肤、黏膜和呼吸道有刺激作用
4615,7783-08-6,吸入、口服或经皮肤吸收中毒重者可致死
4616,7783-08-6,可引起化学性支气管炎、肺炎或肺水肿慢性影响：可有头痛、眩晕、疲倦、食欲减退等表现
4617,7783-33-7,高毒
4618,7783-33-7,吸入、摄入或经皮肤吸收后会中毒
4619,7783-33-7,吸入时，神经系统最早受损；误服，首先出现消化道症状；对肝、肾和心脏有损害，皮肤接触可引起接触性皮炎
4620,7783-41-7,较高浓度接触本品一定时间，可发生迟发性刺激症状，表现有头痛、头昏、胸闷、恶心、咳嗽、气急等
4621,7783-41-7,严重者可导致肺水肿
4622,7783-41-7,皮肤直接接触液态本品可引起冻伤
4623,7783-46-2,铅及其化合物损害造血、神经、消化系统及肾脏
4624,7783-46-2,职业中毒主要为慢性
4625,7783-46-2,神经系统主要表现为神经衰弱综合征、周围神经病(以运动功能受累较明显)，重者出现铅中毒性脑病
4626,7783-46-2,消化系统表现有齿龈铅线、食欲不振、恶心、腹胀、腹泻或便秘；腹绞痛见于中度及重度中毒病例
4627,7783-46-2,造血系统损害出现卟啉代谢障碍、贫血等
4628,7783-46-2,短时大量接触可发生急性或亚急性中毒，表现类似重症慢性铅中毒
4629,7783-46-2,对肾脏损害多见于急性、亚急性或较重慢性病例
4630,7783-49-5,本品对眼睛、皮肤有刺激作用
4631,7783-49-5,中毒表现有流涎、恶心、呕吐、腹痛、发热等
4632,7783-49-5,可引起血钙偏低、氟骨症等
4633,7783-54-2,对呼吸道有刺激性
4634,7783-54-2,可能对肝和肾有影响
4635,7783-54-2,反复或长期吸入接触，可能引起氟中毒
4636,7783-55-3,对皮肤、眼睛、粘膜呈强烈刺激性，吸入可引起上、下呼吸道炎症及肺水肿
4637,7783-56-4,本品遇水或潮湿空气产生氟化氢
4638,7783-56-4,对皮肤、黏膜和呼吸道有刺激作用
4639,7783-60-0,具有强烈毒性的刺激性气体，可引起类似光气的呼吸道损害
4640,7783-60-0,实验动物有明显的肺水肿改变
4641,7783-61-1,吸入对呼吸道有刺激性，引起咽喉疼痛、咳嗽、灼烧感、呼吸困难、气促
4642,7783-61-1,对眼有刺激性
4643,7783-61-1,皮肤与液态本品接触，可引起冻伤
4644,7783-64-4,有毒
4645,7783-64-4,误服或吸入会中毒
4646,7783-64-4,目前，工业上未见有锆中毒的报道
4647,7783-64-4,本品受热分解放出氟，对皮肤和粘膜有刺激及腐蚀作用
4648,7783-66-6,对皮肤、眼睛和粘膜有强烈的刺激性和腐蚀性，与水或潮湿空气剧烈反应，放出剧毒和腐蚀性烟雾，吸入会中毒
4649,7783-66-6,遇热分解释出高毒的氟、碘烟雾
4650,7783-70-2,对眼睛、皮肤、粘膜和呼吸道有强烈的刺激作用
4651,7783-70-2,吸入可能由于喉、支气管痉挛、水肿、炎症，化学性肺炎或肺水肿而致死
4652,7783-70-2,中毒表现有烧灼感、咳嗽、喘息、喉炎、气短、头痛、恶心和呕吐
4653,7783-79-1,对粘膜有刺激作用
4654,7783-79-1,动物吸入引起呼吸困难，可因肺水肿而致死
4655,7783-80-4,吸入高浓度可引起头痛、头晕、无力、恶心、呕吐、呼吸困难、呼气蒜臭味、口内金属味等症状，严重时肝、肾受损
4656,7783-80-4,对皮肤、眼睛、粘膜有强烈刺激性
4657,7783-82-6,遇潮湿、空气或水分解，散发出剧毒和有腐蚀性的氟化氢烟雾
4658,7783-82-6,本品可引起眼睛、皮肤和粘膜非常严重的灼伤
4659,7783-89-3,粉尘对眼睛和呼吸道有刺激性
4660,7783-89-3,口服刺激胃肠道，引起腹痛，甚至有呕吐、剧烈胃痛、出血性胃炎的表现
4661,7783-89-3,溴酸盐可引起高铁血红蛋白血症和肝损害
4662,7783-93-9,本品对黏膜、上呼吸道、眼睛和皮肤有强刺激性长期接触银化合物可引起皮肤、眼、呼吸道全身性银质沉着
4663,7783-93-9,皮肤色素沉着呈灰黑色或浅石板色
4664,7783-97-3,眼接触有刺激性
4665,7783-97-3,长期接触银化合物，吸入或食入，可发生皮肤、眼、呼吸道全身性银质沉着症
4666,7783-97-3,皮肤色素沉着呈灰黑色或浅石板色
4667,7784-21-6,本品粉尘对眼睛、鼻、皮肤和呼吸系统有刺激作用，长期作用可引起尘肺
4668,7784-27-2,本品粉尘对上呼吸道有刺激性，吸入后引起咳嗽和胸部不适
4669,7784-27-2,对眼有刺激性
4670,7784-27-2,口服引起恶心、呕吐
4671,7784-27-2,长期接触对皮肤有刺激性
4672,7784-33-0,有毒
4673,7784-33-0,吸入、摄入或经皮肤吸收后会中毒
4674,7784-33-0,遇水分解会散发出腐蚀性和有毒的溴化氢气体
4675,7784-33-0,砷化合物属致癌物
4676,7784-34-1,蒸气对眼、呼吸道黏膜有强烈刺激性，可引起喉水肿致窒息
4677,7784-34-1,大量接触可引起神经损害、食欲不振、恶心、呕吐、腹痛、腹泻，甚至死亡
4678,7784-34-1,对皮肤有强烈刺激性，可致灼伤
4679,7784-34-1,可经皮肤吸收引起中毒
4680,7784-34-1,可致眼灼伤
4681,7784-34-1,本品在有酸或酸雾存在时，可产生溶血性毒物砷化氢
4682,7784-34-1,砷和砷化合物为人类确认致癌物
4683,7784-35-2,无机砷化合物口服中毒表现为急性胃肠炎、休克、中毒性心肌炎、肝炎，以及抽搐、昏迷等，甚至死亡
4684,7784-35-2,可在急性中毒的1～3周内发生周围神经病
4685,7784-35-2,大量吸入亦可引起急性中毒
4686,7784-35-2,慢性中毒：表现有消化系统症状，肝肾损害，皮肤色素沉着、角化过度或疣状增生，多发性神经炎等
4687,7784-35-2,砷和砷化合物为人类确认致癌物
4688,7784-42-1,本品为强烈溶血毒物，红细胞溶解后的产物可堵塞肾小管，引起急性肾功衰竭
4689,7784-42-1,急性中毒：一般在十几小时内即出现溶血症状和体征
4690,7784-42-1,轻者全身无力、恶心、呕吐、腰痛、巩膜轻度黄染、尿色深暗；较重者出现寒战，体温升高，尿呈酱油色甚至黑色，黄疸加深，肝脏肿大；严重者导致急性肾功衰竭，病人全身症状加重，体温升高，出现尿闭，可因急性心力衰竭和尿毒症而死亡
4691,7784-42-1,接触液态砷化氢可引起冻伤
4692,7784-42-1,慢性影响：长期在低浓度环境中作业主要表现为头痛、乏力、恶心、呕吐，较重者可有多发性神经炎，常伴有贫血
4693,7784-44-3,高毒
4694,7784-44-3,误服或吸入粉尘会中毒，出现呕吐、腹痛、吞咽困难、休克、麻痹等症状
4695,7784-44-3,受热分解释出砷、氮氧化物和氨
4696,7784-44-3,属致癌物
4697,7784-45-4,无机砷化合物口服中毒表现为急性胃肠炎、休克、中毒性心肌炎、肝炎，以及抽搐、昏迷等，甚至死亡
4698,7784-45-4,可在急性中毒的1～3周内发生周围神经病
4699,7784-45-4,大量吸入亦可引起急性中毒
4700,7784-45-4,慢性中毒：表现有消化系统症状，肝肾损害，皮肤色素沉着、角化过度或疣状增生，多发性神经炎等
4701,7784-45-4,砷和砷化合物为人类确认致癌物
4702,7784-46-5,砷及其化合物对体内酶蛋白的巯基有特殊亲和力
4703,7784-46-5,急性中毒：口服致急性胃肠炎、休克、周围神经病、贫血及中毒性肝病，心肌炎等
4704,7784-46-5,可因呼吸中枢麻痹而死亡
4705,7784-46-5,短期内大量吸入可致咳嗽、胸痛、呼吸困难、头痛、头晕等
4706,7784-46-5,消化道症状较轻，其他症状似口服
4707,7784-46-5,重者可致死
4708,7784-46-5,慢性中毒：长期接触较高浓度粉尘引起慢性中毒，主要有神经衰弱综合征，多发性神经病，肝损害，鼻炎、鼻中隔穿孔，支气管炎等
4709,7784-46-5,砷和砷化合物为对人致癌物，可引起肺癌、皮肤癌
4710,7786-34-7,高毒有机磷杀虫剂
4711,7786-34-7,能抑制胆碱酯酶活性
4712,7786-34-7,使之出现头晕、眼花、无力、呕吐、多汗、流涎、瞳孔缩小、重者肌肉痉挛、昏迷、呼吸困难、出现肺水肿
4713,7786-81-4,吸入后对呼吸道有刺激性
4714,7786-81-4,可引起哮喘和肺嗜酸细胞增多症，可致支气管炎
4715,7786-81-4,对眼有刺激性
4716,7786-81-4,皮肤接触可引起皮炎和湿疹，常伴有剧烈瘙痒，称之为“镍痒症”
4717,7786-81-4,大量口服引起恶心、呕吐和眩晕
4718,7787-32-8,对眼睛、皮肤、粘膜和上呼吸道有强烈刺激作用
4719,7787-32-8,过量接触，可引起唾液分泌增加、恶心、呕吐、腹痛、发烧、血中钙减少
4720,7787-32-8,慢性影响可致骨、韧带、肌腱钙化
4721,7787-36-2,对眼睛、粘膜和皮肤有刺激性
4722,7787-36-2,急性中毒多为误服所致
4723,7787-36-2,出现流涎、恶心、腹痛、腹泻、脉缓，脉律不齐，血压下降，可因呼吸肌麻痹、严重心律紊乱而死亡
4724,7787-47-5,短期、大量的接触，可引起急性铍病，主要表现为急性化学性肺炎
4725,7787-47-5,粉尘可经伤口进入，使伤口久不愈合
4726,7787-47-5,皮肤接触可引起皮炎
4727,7787-47-5,铍及其化合物属致癌物
4728,7787-62-4,有毒
4729,7787-62-4,对眼睛、粘膜和呼吸系统有强烈刺激作用
4730,7787-62-4,遇水剧烈反应产生剧毒的氟化氢气体
4731,7787-71-5,本品为具强腐蚀性的毒物
4732,7787-71-5,吸入蒸气会中毒，严重灼伤皮肤、眼睛和粘膜
4733,7787-71-5,遇热分解释出有毒的氟和溴烟雾
4734,7788-97-8,具有腐蚀性
4735,7788-97-8,受高热分解生成氟化氢等有毒气体
4736,7789-00-6,对眼、皮肤和粘膜具腐蚀性，可造成严重灼伤
4737,7789-00-6,吸入引起咽痛、咳嗽、气短，可致过敏性哮喘和肺炎
4738,7789-00-6,长期接触能引起鼻粘膜溃疡和鼻中隔穿孔
4739,7789-00-6,可引起肺癌
4740,7789-09-5,急性中毒：吸入后可引起急性呼吸道刺激症状、鼻出血、声音嘶哑、鼻黏膜萎缩，有时出现哮喘和紫绀
4741,7789-09-5,重者可发生化学性肺炎
4742,7789-09-5,口服可刺激和腐蚀消化道，引起恶心、呕吐、腹痛和血便等；重者出现呼吸困难、紫绀、休克、肝损害及急性肾功能衰竭等
4743,7789-09-5,皮肤或眼睛接触引起刺激或灼伤，可经皮肤吸收引起中毒死亡
4744,7789-09-5,慢性影响：有接触性皮炎、铬溃疡、鼻炎、鼻中隔穿孔及呼吸道炎症等
4745,7789-09-5,六价铬为对人的确认致癌物
4746,7789-18-6,对眼睛、皮肤、黏膜和上呼吸道有刺激作用
4747,7789-19-7,对眼睛、皮肤、粘膜有刺激作用
4748,7789-19-7,接触可引起唾液分泌增加、恶心、呕吐、腹痛、发烧、呼吸困难
4749,7789-19-7,其粉尘、蒸气或烟雾可引起鼻中隔穿孔
4750,7789-21-1,对眼睛、皮肤、黏膜和呼吸道有强烈的刺激作用
4751,7789-21-1,吸入后可能引起喉、支气管的炎症，化学性肺炎、肺水肿
4752,7789-23-3,本品对眼、呼吸道黏膜和皮肤有强烈刺激作用
4753,7789-23-3,长期接触氟化物可致氟骨症
4754,7789-24-4,吸入、摄入或经皮吸收会中毒
4755,7789-24-4,具刺激性
4756,7789-24-4,大剂量可引起眩晕、虚脱
4757,7789-24-4,对肾脏有损害
4758,7789-24-4,过量接触引起唾液分泌增加、恶心、呕吐、腹痛、发烧、呼吸困难等
4759,7789-29-9,吸入、摄入或经皮肤吸收后会引起中毒
4760,7789-29-9,对眼睛、皮肤、粘膜有强烈的刺激作用，可引起眼和皮肤灼伤
4761,7789-29-9,可出现低血钙，不及时处理可导致死亡
