,CAS,吸入
7881,7790-47-8,呼吸、心跳停止，立即进行心肺复苏术
7882,7790-47-8,就医
7883,7790-59-2,迅速脱离现场至空气新鲜处
7884,7790-59-2,保持呼吸道通畅
7885,7790-59-2,如呼吸困难，给输氧
7886,7790-59-2,如呼吸停止，立即进行人工呼吸
7887,7790-59-2,就医
7888,7790-69-4,迅速脱离现场至空气新鲜处
7889,7790-69-4,保持呼吸道通畅
7890,7790-69-4,如呼吸困难，给输氧
7891,7790-69-4,呼吸、心跳停止，立即进行心肺复苏术
7892,7790-69-4,就医
7893,7790-79-6,迅速脱离现场至空气新鲜处
7894,7790-79-6,保持呼吸道通畅
7895,7790-79-6,如呼吸困难，给输氧
7896,7790-79-6,如呼吸停止，立即进行人工呼吸
7897,7790-79-6,就医
7898,7790-81-0,迅速脱离现场至空气新鲜处
7899,7790-81-0,保持呼吸道通畅
7900,7790-81-0,如呼吸困难，给输氧
7901,7790-81-0,呼吸、心跳停止，立即进行心肺复苏术
7902,7790-81-0,就医
7903,7790-91-2,脱离现场至空气新鲜处
7904,7790-91-2,如呼吸困难，给输氧
7905,7790-91-2,就医
7906,7790-94-5,迅速脱离现场至空气新鲜处
7907,7790-94-5,保持呼吸道通畅
7908,7790-94-5,如呼吸困难，给输氧
7909,7790-94-5,呼吸、心跳停止，立即进行心肺复苏术
7910,7790-94-5,就医
7911,7790-98-9,迅速脱离现场至空气新鲜处
7912,7790-98-9,保持呼吸道通畅
7913,7790-98-9,如呼吸困难，给输氧
7914,7790-98-9,呼吸、心跳停止，立即进行心肺复苏术
7915,7790-98-9,就医
7916,7790-99-0,迅速脱离现场至空气新鲜处
7917,7790-99-0,保持呼吸道通畅
7918,7790-99-0,如呼吸困难，给输氧
7919,7790-99-0,如呼吸停止，立即进行人工呼吸
7920,7790-99-0,就医
7921,7791-03-9,迅速脱离现场至空气新鲜处
7922,7791-03-9,保持呼吸道通畅
7923,7791-03-9,如呼吸困难，给输氧
7924,7791-03-9,呼吸、心跳停止，立即进行心肺复苏术
7925,7791-03-9,就医
7926,7791-10-8,迅速脱离现场至空气新鲜处
7927,7791-10-8,保持呼吸道通畅
7928,7791-10-8,如呼吸困难，给输氧
7929,7791-10-8,如呼吸停止，立即进行人工呼吸
7930,7791-10-8,就医
7931,7791-12-0,迅速脱离现场至空气新鲜处
7932,7791-12-0,保持呼吸道通畅
7933,7791-12-0,如呼吸困难，给输氧
7934,7791-12-0,如呼吸停止，立即进行人工呼吸
7935,7791-12-0,就医
7936,7791-23-3,迅速脱离现场至空气新鲜处
7937,7791-23-3,保持呼吸道通畅
7938,7791-23-3,如呼吸困难，给输氧
7939,7791-23-3,呼吸、心跳停止，立即进行心肺复苏术
7940,7791-23-3,就医
7941,7791-25-5,迅速脱离现场至空气新鲜处
7942,7791-25-5,保持呼吸道通畅
7943,7791-25-5,如呼吸困难，给输氧
7944,7791-25-5,呼吸、心跳停止，立即进行心肺复苏术
7945,7791-25-5,就医
7946,7791-27-7,迅速脱离现场至空气新鲜处
7947,7791-27-7,保持呼吸道通畅
7948,7791-27-7,如呼吸困难，给输氧
7949,7791-27-7,如呼吸停止，立即进行人工呼吸
7950,7791-27-7,就医
7951,78-00-2,迅速脱离现场至空气新鲜处
7952,78-00-2,保持呼吸道通畅
7953,78-00-2,如呼吸困难，给输氧
7954,78-00-2,呼吸、心跳停止，立即进行心肺复苏术
7955,78-00-2,就医
7956,78-07-9,脱离现场至空气新鲜处
7957,78-10-4,迅速脱离现场至空气新鲜处
7958,78-10-4,保持呼吸道通畅
7959,78-10-4,如呼吸困难，给输氧
7960,78-10-4,呼吸、心跳停止，立即进行心肺复苏术
7961,78-10-4,就医
7962,78-11-5,脱离现场至空气新鲜处
7963,78-18-2,迅速脱离现场至空气新鲜处
7964,78-18-2,保持呼吸道通畅
7965,78-18-2,如呼吸困难，给输氧
7966,78-18-2,呼吸、心跳停止，立即进行心肺复苏术
7967,78-18-2,就医
7968,78-34-2,迅速脱离现场至空气新鲜处
7969,78-34-2,保持呼吸道通畅
7970,78-34-2,如呼吸困难，给输氧
7971,78-34-2,如呼吸停止，立即进行人工呼吸
7972,78-34-2,就医
7973,78-53-5,迅速脱离现场至空气新鲜处
7974,78-53-5,保持呼吸道通畅
7975,78-53-5,如呼吸困难，给输氧
7976,78-53-5,如呼吸停止，立即进行人工呼吸
7977,78-53-5,就医
7978,78-62-6,迅速脱离现场至空气新鲜处
7979,78-62-6,保持呼吸道通畅
7980,78-62-6,如呼吸困难，给输氧
7981,78-62-6,呼吸、心跳停止，立即进行心肺复苏术
7982,78-62-6,就医
7983,78-63-7,迅速脱离现场至空气新鲜处
7984,78-63-7,保持呼吸道通畅
7985,78-63-7,如呼吸困难，给输氧
7986,78-63-7,如呼吸停止，立即进行人工呼吸
7987,78-63-7,就医
7988,78-67-1,迅速脱离现场至空气新鲜处
7989,78-67-1,保持呼吸道通畅
7990,78-67-1,如呼吸困难，给输氧
7991,78-67-1,呼吸、心跳停止，立即进行人工呼吸(勿用口对口)和胸外心脏按压术
7992,78-67-1,就医
7993,78-75-1,迅速脱离现场至空气新鲜处
7994,78-75-1,保持呼吸道通畅
7995,78-75-1,如呼吸困难，给输氧
7996,78-75-1,呼吸、心跳停止，立即进行心肺复苏术
7997,78-75-1,就医
7998,78-77-3,脱离现场至空气新鲜处
7999,78-77-3,如呼吸困难，给输氧
8000,78-77-3,就医
8001,78-78-4,迅速脱离现场至空气新鲜处
8002,78-78-4,保持呼吸道通畅
8003,78-78-4,如呼吸困难，给输氧
8004,78-78-4,呼吸、心跳停止，立即进行心肺复苏术
8005,78-78-4,就医
8006,78-79-5,迅速脱离现场至空气新鲜处
8007,78-79-5,保持呼吸道通畅
8008,78-79-5,如呼吸困难，给输氧
8009,78-79-5,呼吸、心跳停止，立即进行心肺复苏术
8010,78-79-5,就医
8011,78-80-8,脱离现场至空气新鲜处
8012,78-80-8,如呼吸困难，给输氧
8013,78-80-8,就医
8014,78-81-9,迅速脱离现场至空气新鲜处
8015,78-81-9,保持呼吸道通畅
8016,78-81-9,如呼吸困难，给输氧
8017,78-81-9,呼吸、心跳停止，立即进行心肺复苏术
8018,78-81-9,就医
8019,78-82-0,迅速脱离现场至空气新鲜处
8020,78-82-0,保持呼吸道通畅
8021,78-82-0,如呼吸困难，给输氧
8022,78-82-0,呼吸、心跳停止，立即进行人工呼吸(勿用口对口)和胸外心脏按压术
8023,78-82-0,就医
8024,78-83-1,迅速脱离现场至空气新鲜处
8025,78-83-1,保持呼吸道通畅
8026,78-83-1,如呼吸困难，给输氧
8027,78-83-1,呼吸、心跳停止，立即进行心肺复苏术
8028,78-83-1,就医
8029,78-84-2,迅速脱离现场至空气新鲜处
8030,78-84-2,保持呼吸道通畅
8031,78-84-2,如呼吸困难，给输氧
8032,78-84-2,呼吸、心跳停止，立即进行心肺复苏术
8033,78-84-2,就医
8034,78-85-3,迅速脱离现场至空气新鲜处
8035,78-85-3,保持呼吸道通畅
8036,78-85-3,如呼吸困难，给输氧
8037,78-85-3,如呼吸停止，立即进行人工呼吸
8038,78-85-3,就医
8039,78-86-4,迅速脱离现场至空气新鲜处
8040,78-86-4,保持呼吸道通畅
8041,78-86-4,如呼吸困难，给输氧
8042,78-86-4,呼吸、心跳停止，立即进行心肺复苏术
8043,78-86-4,就医
8044,78-87-5,迅速脱离现场至空气新鲜处
8045,78-87-5,保持呼吸道通畅
8046,78-87-5,如呼吸困难，给输氧
8047,78-87-5,如呼吸停止，立即进行人工呼吸
8048,78-87-5,就医
8049,78-88-6,迅速脱离现场至空气新鲜处
8050,78-88-6,保持呼吸道通畅
8051,78-88-6,如呼吸困难，给输氧
8052,78-88-6,如呼吸停止，立即进行人工呼吸
8053,78-88-6,就医
8054,78-89-7,脱离现场至空气新鲜处
8055,78-89-7,如呼吸困难，给输氧
8056,78-89-7,就医
8057,78-90-0,迅速脱离现场至空气新鲜处
8058,78-90-0,保持呼吸道通畅
8059,78-90-0,如呼吸困难，给输氧
8060,78-90-0,呼吸、心跳停止，立即进行心肺复苏术
8061,78-90-0,就医
8062,78-92-2,迅速脱离现场至空气新鲜处
8063,78-92-2,保持呼吸道通畅
8064,78-92-2,如呼吸困难，给输氧
8065,78-92-2,呼吸、心跳停止，立即进行心肺复苏术
8066,78-92-2,就医
8067,78-93-3,迅速脱离现场至空气新鲜处
8068,78-93-3,保持呼吸道通畅
8069,78-93-3,如呼吸困难，给输氧
8070,78-93-3,呼吸、心跳停止，立即进行心肺复苏术
8071,78-93-3,就医
8072,78-94-4,迅速脱离现场至空气新鲜处
8073,78-94-4,保持呼吸道通畅
8074,78-94-4,如呼吸困难，给输氧
8075,78-94-4,呼吸、心跳停止，立即进行心肺复苏术
8076,78-94-4,就医
8077,78-95-5,脱离现场至空气新鲜处
8078,78-95-5,如呼吸困难，给输氧
8079,78-95-5,就医
8080,78-97-7,迅速脱离现场至空气新鲜处
8081,78-97-7,如呼吸困难，给输氧
8082,78-97-7,呼吸心跳停止时，立即进行人工呼吸（勿用口对口）和胸外心脏按压术
8083,78-97-7,给吸入亚硝酸异戊酯，就医
8084,7803-51-2,迅速脱离现场至空气新鲜处
8085,7803-51-2,保持呼吸道通畅
8086,7803-51-2,如呼吸困难，给输氧
8087,7803-51-2,呼吸、心跳停止，立即进行心肺复苏术
8088,7803-51-2,就医
8089,7803-52-3,迅速脱离现场至空气新鲜处
8090,7803-52-3,保持呼吸道通畅
8091,7803-52-3,如呼吸困难，给输氧
8092,7803-52-3,呼吸、心跳停止，立即进行心肺复苏术
8093,7803-52-3,就医
8094,7803-55-6,迅速脱离现场至空气新鲜处
8095,7803-55-6,保持呼吸道通畅
8096,7803-55-6,如呼吸困难，给输氧
8097,7803-55-6,如呼吸停止，立即进行人工呼吸
8098,7803-55-6,就医
8099,7803-62-5,迅速脱离现场至空气新鲜处
8100,7803-62-5,保持呼吸道通畅
8101,7803-62-5,如呼吸困难，给输氧
8102,7803-62-5,如呼吸停止，立即进行人工呼吸
8103,7803-62-5,就医
8104,786-19-6,迅速脱离现场至空气新鲜处
8105,786-19-6,保持呼吸道通畅
8106,786-19-6,如呼吸困难，给输氧
8107,786-19-6,如呼吸停止，立即进行人工呼吸
8108,786-19-6,就医
8109,79-00-5,迅速脱离现场至空气新鲜处
8110,79-00-5,保持呼吸道通畅
8111,79-00-5,如呼吸困难，给输氧
8112,79-00-5,呼吸、心跳停止，立即进行心肺复苏术
8113,79-00-5,就医
8114,79-01-6,迅速脱离现场至空气新鲜处
8115,79-01-6,保持呼吸道通畅
8116,79-01-6,如呼吸困难，给输氧
8117,79-01-6,呼吸、心跳停止，立即进行心肺复苏术
8118,79-01-6,就医
8119,79-03-8,迅速脱离现场至空气新鲜处
8120,79-03-8,保持呼吸道通畅
8121,79-03-8,如呼吸困难，给输氧
8122,79-03-8,如呼吸停止，立即进行人工呼吸
8123,79-03-8,就医
8124,79-04-9,迅速脱离现场至空气新鲜处
8125,79-04-9,保持呼吸道通畅
8126,79-04-9,如呼吸困难，给输氧
8127,79-04-9,呼吸、心跳停止，立即进行心肺复苏术
8128,79-04-9,就医
8129,79-06-1,迅速脱离现场至空气新鲜处
8130,79-06-1,保持呼吸道通畅
8131,79-06-1,如呼吸困难，给输氧
8132,79-06-1,呼吸、心跳停止，立即进行心肺复苏术
8133,79-06-1,就医
8134,79-08-3,迅速脱离现场至空气新鲜处
8135,79-08-3,保持呼吸道通畅
8136,79-08-3,如呼吸困难，给输氧
8137,79-08-3,呼吸、心跳停止，立即进行心肺复苏术
8138,79-08-3,就医
8139,79-09-4,迅速脱离现场至空气新鲜处
8140,79-09-4,保持呼吸道通畅
8141,79-09-4,如呼吸困难，给输氧
8142,79-09-4,呼吸、心跳停止，立即进行心肺复苏术
8143,79-09-4,就医
8144,79-10-7,迅速脱离现场至空气新鲜处
8145,79-10-7,保持呼吸道通畅
8146,79-10-7,如呼吸困难，给输氧
8147,79-10-7,呼吸、心跳停止，立即进行心肺复苏术
8148,79-10-7,就医
8149,79-11-8,迅速脱离现场至空气新鲜处
8150,79-11-8,保持呼吸道通畅
8151,79-11-8,如呼吸困难，给输氧
8152,79-11-8,呼吸、心跳停止，立即进行心肺复苏术
8153,79-11-8,就医
8154,79-20-9,迅速脱离现场至空气新鲜处
8155,79-20-9,保持呼吸道通畅
8156,79-20-9,如呼吸困难，给输氧
8157,79-20-9,呼吸、心跳停止，立即进行心肺复苏术
8158,79-20-9,就医
8159,79-21-0,迅速脱离现场至空气新鲜处
8160,79-21-0,保持呼吸道通畅
8161,79-21-0,如呼吸困难，给输氧
8162,79-21-0,呼吸、心跳停止，立即进行心肺复苏术
8163,79-21-0,就医
8164,79-22-1,迅速脱离现场至空气新鲜处
8165,79-22-1,保持呼吸道通畅
8166,79-22-1,如呼吸困难，给输氧
8167,79-22-1,呼吸、心跳停止，立即进行心肺复苏术
8168,79-22-1,就医
8169,79-24-3,迅速脱离现场至空气新鲜处
8170,79-24-3,保持呼吸道通畅
8171,79-24-3,如呼吸困难，给输氧
8172,79-24-3,呼吸、心跳停止，立即进行心肺复苏术
8173,79-24-3,就医
8174,79-27-6,迅速脱离现场至空气新鲜处
8175,79-27-6,保持呼吸道通畅
8176,79-27-6,如呼吸困难，给输氧
8177,79-27-6,呼吸、心跳停止，立即进行心肺复苏术
8178,79-27-6,就医
8179,79-29-8,迅速脱离现场至空气新鲜处
8180,79-29-8,保持呼吸道通畅
8181,79-29-8,如呼吸困难，给输氧
8182,79-29-8,如呼吸停止，立即进行人工呼吸
8183,79-29-8,就医
8184,79-30-1,迅速脱离现场至空气新鲜处
8185,79-30-1,保持呼吸道通畅
8186,79-30-1,如呼吸困难，给输氧
8187,79-30-1,如呼吸停止，立即进行人工呼吸
8188,79-30-1,就医
8189,79-31-2,迅速脱离现场至空气新鲜处
8190,79-31-2,保持呼吸道通畅
8191,79-31-2,如呼吸困难，给输氧
8192,79-31-2,呼吸、心跳停止，立即进行心肺复苏术
8193,79-31-2,就医
8194,79-34-5,迅速脱离现场至空气新鲜处
8195,79-34-5,保持呼吸道通畅
8196,79-34-5,如呼吸困难，给输氧
8197,79-34-5,呼吸、心跳停止，立即进行心肺复苏术
8198,79-34-5,就医
8199,79-36-7,迅速脱离现场至空气新鲜处
8200,79-36-7,保持呼吸道通畅
8201,79-36-7,如呼吸困难，给输氧
8202,79-36-7,如呼吸停止，立即进行人工呼吸
8203,79-36-7,就医
8204,79-38-9,迅速脱离现场至空气新鲜处
8205,79-38-9,保持呼吸道通畅
8206,79-38-9,如呼吸困难，给输氧
8207,79-38-9,如呼吸停止，立即进行人工呼吸
8208,79-38-9,就医
8209,79-41-4,迅速脱离现场至空气新鲜处
8210,79-41-4,保持呼吸道通畅
8211,79-41-4,如呼吸困难，给输氧
8212,79-41-4,呼吸、心跳停止，立即进行心肺复苏术
8213,79-41-4,就医
8214,79-43-6,迅速脱离现场至空气新鲜处
8215,79-43-6,保持呼吸道通畅
8216,79-43-6,如呼吸困难，给输氧
8217,79-43-6,呼吸、心跳停止，立即进行心肺复苏术
8218,79-43-6,就医
8219,79-46-9,迅速脱离现场至空气新鲜处
8220,79-46-9,保持呼吸道通畅
8221,79-46-9,如呼吸困难，给输氧
8222,79-46-9,呼吸、心跳停止，立即进行心肺复苏术
8223,79-46-9,就医
8224,79-52-7,脱离现场至空气新鲜处；呼吸困难时给输氧；呼吸停止时，立即进行人工呼吸；就医
8225,79-92-5,迅速脱离现场至空气新鲜处
8226,79-92-5,保持呼吸道通畅
8227,79-92-5,如呼吸困难，给输氧
8228,79-92-5,呼吸、心跳停止，立即进行心肺复苏术
8229,79-92-5,就医
8230,80-10-4,迅速脱离现场至空气新鲜处
8231,80-10-4,保持呼吸道通畅
8232,80-10-4,如呼吸困难，给输氧
8233,80-10-4,如呼吸停止，立即进行人工呼吸
8234,80-10-4,就医
8235,80-12-6,迅速脱离现场至空气新鲜处
8236,80-12-6,保持呼吸道通畅
8237,80-12-6,如呼吸困难，给输氧
8238,80-12-6,如呼吸停止，立即进行人工呼吸
8239,80-12-6,就医
8240,80-15-9,迅速脱离现场至空气新鲜处
8241,80-15-9,保持呼吸道通畅
8242,80-15-9,如呼吸困难，给输氧
8243,80-15-9,如呼吸停止，立即进行人工呼吸
8244,80-15-9,就医
8245,80-17-1,迅速脱离现场至空气新鲜处
8246,80-17-1,保持呼吸道通畅
8247,80-17-1,如呼吸困难，给输氧
8248,80-17-1,呼吸、心跳停止，立即进行心肺复苏术
8249,80-17-1,就医
8250,80-51-3,Move victim to fresh air. Apply artificial respiration if victim is not breathing. Administer oxygen if breathing is difficult.
8251,80-55-7,脱离现场至空气新鲜处
8252,80-55-7,如呼吸困难，给输氧
8253,80-55-7,就医
8254,80-56-8,迅速脱离现场至空气新鲜处
8255,80-56-8,保持呼吸道通畅
8256,80-56-8,如呼吸困难，给输氧
8257,80-56-8,呼吸、心跳停止，立即进行心肺复苏术
8258,80-56-8,就医
8259,80-62-6,迅速脱离现场至空气新鲜处
8260,80-62-6,保持呼吸道通畅
8261,80-62-6,如呼吸困难，给输氧
8262,80-62-6,呼吸、心跳停止，立即进行心肺复苏术
8263,80-62-6,就医
8264,8001-35-2,脱离现场至空气新鲜处
8265,8001-35-2,如呼吸困难，给输氧
8266,8001-35-2,就医
8267,8006-64-2,迅速脱离现场至空气新鲜处
8268,8006-64-2,保持呼吸道通畅
8269,8006-64-2,如呼吸困难，给输氧
8270,8006-64-2,呼吸、心跳停止，立即进行心肺复苏术
8271,8006-64-2,就医
8272,8014-95-7,迅速脱离现场至空气新鲜处
8273,8014-95-7,保持呼吸道通畅
8274,8014-95-7,如呼吸困难，给输氧
8275,8014-95-7,呼吸、心跳停止，立即进行心肺复苏术
8276,8014-95-7,就医
8277,8017-16-1,迅速脱离现场至空气新鲜处
8278,8017-16-1,保持呼吸道通畅
8279,8017-16-1,如呼吸困难，给输氧
8280,8017-16-1,呼吸、心跳停止，立即进行心肺复苏术
8281,8017-16-1,就医
8282,8030-30-6,迅速脱离现场至空气新鲜处
8283,8030-30-6,保持呼吸道通畅
8284,8030-30-6,如呼吸困难，给输氧
8285,8030-30-6,呼吸、心跳停止，立即进行心肺复苏术
8286,8030-30-6,就医
8287,8032-32-4,迅速脱离现场至空气新鲜处
8288,8032-32-4,保持呼吸道通畅
8289,8032-32-4,如呼吸困难，给输氧
8290,8032-32-4,呼吸、心跳停止，立即进行心肺复苏术
8291,8032-32-4,就医
8292,81-20-9,迅速脱离现场至空气新鲜处
8293,81-20-9,保持呼吸道通畅
8294,81-20-9,如呼吸困难，给输氧
8295,81-20-9,呼吸、心跳停止，立即进行心肺复苏术
8296,81-20-9,就医
8297,81-84-5,脱离现场至空气新鲜处
8298,81-84-5,如呼吸困难，给输氧
8299,81-84-5,就医
8300,814-49-3,迅速脱离现场至空气新鲜处
8301,814-49-3,保持呼吸道通畅
8302,814-49-3,如呼吸困难，给输氧
8303,814-49-3,如呼吸停止，立即进行人工呼吸
8304,814-49-3,就医
8305,814-78-8,脱离现场至空气新鲜处
8306,814-78-8,如呼吸困难，给输氧
8307,814-78-8,就医
8308,818-08-6,迅速脱离现场至空气新鲜处
8309,818-08-6,保持呼吸道通畅
8310,818-08-6,如呼吸困难，给输氧
8311,818-08-6,如呼吸停止，立即进行人工呼吸
8312,818-08-6,就医
8313,82-66-6,迅速脱离现场至空气新鲜处
8314,82-66-6,保持呼吸道通畅
8315,82-66-6,如呼吸困难，给输氧
8316,82-66-6,如呼吸停止，立即进行人工呼吸
8317,82-66-6,就医
8318,82-68-8,迅速脱离现场至空气新鲜处
8319,82-68-8,保持呼吸道通畅
