,CAS,应急行动
16044,95-47-6,喷水雾能减少蒸发，但不能降低泄漏物在限制性空间内的易燃性
16045,95-47-6,用防爆泵转移至槽车或专用收集器内
16046,95-48-7,隔离泄漏污染区，限制出入
16047,95-48-7,消除所有点火源
16048,95-48-7,建议应急处理人员戴防尘口罩，穿防毒服，戴橡胶手套
16049,95-48-7,穿上适当的防护服前严禁接触破裂的容器和泄漏物
16050,95-48-7,尽可能切断泄漏源
16051,95-48-7,用塑料布覆盖泄漏物，减少飞散
16052,95-48-7,勿使水进入包装容器内
16053,95-48-7,用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
16054,95-49-8,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
16055,95-49-8,切断火源
16056,95-49-8,建议应急处理人员戴自给正压式呼吸器，穿防静电工作服
16057,95-49-8,尽可能切断泄漏源
16058,95-49-8,防止流入下水道、排洪沟等限制性空间
16059,95-49-8,小量泄漏：用砂土、蛭石或其它惰性材料吸收
16060,95-49-8,也可以用不燃性分散剂制成的乳液刷洗，洗液稀释后放入废水系统
16061,95-49-8,大量泄漏：构筑围堤或挖坑收容
16062,95-49-8,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
16063,95-50-1,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安器，穿防毒服，戴橡胶耐油手套
16064,95-50-1,穿上适当的防护服前严禁接触破裂的容器和泄漏物
16065,95-50-1,尽可能切断泄漏源
16066,95-50-1,防止泄漏物进入水体、下水道、地下室或限制性空间
16067,95-50-1,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
16068,95-50-1,大量泄漏：构筑围堤或挖坑收容
16069,95-50-1,用砂土、惰性物质或蛭石吸收大量液体
16070,95-50-1,用泵转移至槽车或专用收集器内
16071,95-51-2,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
16072,95-51-2,建议应急处理人员戴正压自给式呼吸器，穿防毒服，戴橡胶耐油手套
16073,95-51-2,穿上适当的防护服前严禁接触破裂的容器和泄漏物
16074,95-51-2,尽可能切断泄漏源
16075,95-51-2,防止泄漏物进入水体、下水道、地下室或限制性空间
16076,95-51-2,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
16077,95-51-2,大量泄漏：构筑围堤或挖坑收容
16078,95-51-2,用泵转移至槽车或专用收集器内
16079,95-52-3,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
16080,95-52-3,切断火源
16081,95-52-3,建议应急处理人员戴自给正压式呼吸器，穿防静电工作服
16082,95-52-3,尽可能切断泄漏源
16083,95-52-3,防止流入下水道、排洪沟等限制性空间
16084,95-52-3,小量泄漏：用砂土、干燥石灰或苏打灰混合
16085,95-52-3,也可以用不燃性分散剂制成的乳液刷洗，洗液稀释后放入废水系统
16086,95-52-3,大量泄漏：构筑围堤或挖坑收容
16087,95-52-3,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
16088,95-53-4,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
16089,95-53-4,消除所有点火源
16090,95-53-4,建议应急处理人员戴正压自给式呼吸器，穿防毒服，戴橡胶耐油手套
16091,95-53-4,穿上适当的防护服前严禁接触破裂的容器和泄漏物
16092,95-53-4,尽可能切断泄漏源
16093,95-53-4,防止泄漏物进入水体、下水道、地下室或限制性空间
16094,95-53-4,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
16095,95-53-4,大量泄漏：构筑围堤或挖坑收容
16096,95-53-4,用泵转移至槽车或专用收集器内
16097,95-54-5,隔离泄漏污染区，限制出入
16098,95-54-5,消除所有点火源
16099,95-54-5,建议应急处理人员戴防尘口罩，穿防毒服，戴橡胶手套
16100,95-54-5,穿上适当的防护服前严禁接触破裂的容器和泄漏物
16101,95-54-5,尽可能切断泄漏源
16102,95-54-5,用塑料布覆盖泄漏物，减少飞散
16103,95-54-5,勿使水进入包装容器内
16104,95-54-5,用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
16105,95-55-6,隔离泄漏污染区，限制出入
16106,95-55-6,建议应急处理人员戴防尘口罩，穿防毒服，戴橡胶手套
16107,95-55-6,穿上适当的防护服前严禁接触破裂的容器和泄漏物
16108,95-55-6,尽可能切断泄漏源
16109,95-55-6,用塑料布覆盖泄漏物，减少飞散
16110,95-55-6,勿使水进入包装容器内
16111,95-55-6,用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
16112,95-56-7,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
16113,95-56-7,消除所有点火源
16114,95-56-7,建议应急处理人员戴正压自给式呼吸器，穿防毒、防静电服，戴橡胶耐油手套
16115,95-56-7,穿上适当的防护服前严禁接触破裂的容器和泄漏物
16116,95-56-7,尽可能切断泄漏源
16117,95-56-7,防止泄漏物进入水体、下水道、地下室或限制性空间
16118,95-56-7,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
16119,95-56-7,大量泄漏：构筑围堤或挖坑收容
16120,95-56-7,用防爆泵转移至槽车或专用收集器内
16121,95-57-8,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
16122,95-57-8,消除所有点火源
16123,95-57-8,建议应急处理人员戴正压自给式呼吸器，穿防毒服，戴橡胶耐油手套
16124,95-57-8,穿上适当的防护服前严禁接触破裂的容器和泄漏物
16125,95-57-8,尽可能切断泄漏源
16126,95-57-8,防止泄漏物进入水体、下水道、地下室或限制性空间
16127,95-57-8,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
16128,95-57-8,大量泄漏：构筑围堤或挖坑收容
16129,95-57-8,用碳酸氢钠(NaHCO3)中和
16130,95-57-8,用泵转移至槽车或专用收集器内
16131,95-63-6,消除所有点火源
16132,95-63-6,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
16133,95-63-6,建议应急处理人员戴正压自给式呼吸器，穿防静电服
16134,95-63-6,作业时使用的所有设备应接地
16135,95-63-6,禁止接触或跨越泄漏物
16136,95-63-6,尽可能切断泄漏源
16137,95-63-6,防止泄漏物进入水体、下水道、地下室或限制性空间
16138,95-63-6,小量泄漏：用砂土或其他不燃材料吸收
16139,95-63-6,使用洁净的无火花工具收集吸收材料
16140,95-63-6,大量泄漏：构筑围堤或挖坑收容
16141,95-63-6,用泡沫覆盖，减少蒸发
16142,95-63-6,喷水雾能减少蒸发，但不能降低泄漏物在限制性空间内的易燃性
16143,95-63-6,用防爆泵转移至槽车或专用收集器内
16144,95-64-7,隔离泄漏污染区，限制出入
16145,95-64-7,切断火源
16146,95-64-7,建议应急处理人员戴防尘口罩，穿一般作业工作服
16147,95-64-7,不要直接接触泄漏物
16148,95-64-7,小量泄漏：用洁净的铲子收集于干燥、洁净、有盖的容器中
16149,95-64-7,大量泄漏：收集回收或运至废物处理场所处置
16150,95-65-8,隔离泄漏污染区，限制出入
16151,95-65-8,切断火源
16152,95-65-8,建议应急处理人员戴防尘口罩，穿防腐防毒服
16153,95-65-8,不要直接接触泄漏物
16154,95-65-8,小量泄漏：避免扬尘，小心扫起，收集于密闭容器中
16155,95-65-8,大量泄漏：收集回收或运至废物处理场所处置
16156,95-68-1,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
16157,95-68-1,消除所有点火源
16158,95-68-1,建议应急处理人员戴正压自给式呼吸器，穿防毒服，戴橡胶耐油手套
16159,95-68-1,穿上适当的防护服前严禁接触破裂的容器和泄漏物
16160,95-68-1,尽可能切断泄漏源
16161,95-68-1,防止泄漏物进入水体、下水道、地下室或限制性空间
16162,95-68-1,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
16163,95-68-1,大量泄漏：构筑围堤或挖坑收容
16164,95-68-1,用泵转移至槽车或专用收集器内
16165,95-70-5,隔离泄漏污染区，限制出入
16166,95-70-5,建议应急处理人员戴防尘口罩，穿防毒服，戴橡胶手套
16167,95-70-5,穿上适当的防护服前严禁接触破裂的容器和泄漏物
16168,95-70-5,尽可能切断泄漏源
16169,95-70-5,用塑料布覆盖泄漏物，减少飞散
16170,95-70-5,勿使水进入包装容器内
16171,95-70-5,用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
16172,95-73-8,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
16173,95-73-8,消除所有点火源
16174,95-73-8,建议应急处理人员戴正压自给式呼吸器，穿防毒服，戴橡胶耐油手套
16175,95-73-8,穿上适当的防护服前严禁接触破裂的容器和泄漏物
16176,95-73-8,尽可能切断泄漏源
16177,95-73-8,防止泄漏物进入水体、下水道、地下室或限制性空间
16178,95-73-8,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
16179,95-73-8,大量泄漏：构筑围堤或挖坑收容
16180,95-73-8,用泵转移至槽车或专用收集器内
16181,95-75-0,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
16182,95-75-0,消除所有点火源
16183,95-75-0,建议应急处理人员戴正压自给式呼吸器，穿一般作业工作服，戴橡胶耐油手套
16184,95-75-0,尽可能切断泄漏源
16185,95-75-0,防止泄漏物进入水体、下水道、地下室或限制性空间
16186,95-75-0,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
16187,95-75-0,大量泄漏：构筑围堤或挖坑收容
16188,95-75-0,用泵转移至槽车或专用收集器内
16189,95-76-1,隔离泄漏污染区，限制出入
16190,95-76-1,消除所有点火源
16191,95-76-1,建议应急处理人员戴防尘口罩，穿防毒服，戴橡胶手套
16192,95-76-1,穿上适当的防护服前严禁接触破裂的容器和泄漏物
16193,95-76-1,尽可能切断泄漏源
16194,95-76-1,用塑料布覆盖泄漏物，减少飞散
16195,95-76-1,勿使水进入包装容器内
16196,95-76-1,用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
16197,95-77-2,隔离泄漏污染区，限制出入
16198,95-77-2,切断火源
16199,95-77-2,建议应急处理人员戴防尘口罩，穿一般作业工作服
16200,95-77-2,不要直接接触泄漏物
16201,95-77-2,小量泄漏：用干石灰、沙或苏打灰覆盖，用洁净的铲子收集于干燥、洁净、有盖的容器中
16202,95-77-2,大量泄漏：收集回收或运至废物处理场所处置
16203,95-78-3,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
16204,95-78-3,消除所有点火源
16205,95-78-3,建议应急处理人员戴正压自给式呼吸器，穿防毒服，戴橡胶耐油手套
16206,95-78-3,穿上适当的防护服前严禁接触破裂的容器和泄漏物
16207,95-78-3,尽可能切断泄漏源
16208,95-78-3,防止泄漏物进入水体、下水道、地下室或限制性空间
16209,95-78-3,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
16210,95-78-3,大量泄漏：构筑围堤或挖坑收容
16211,95-78-3,用泵转移至槽车或专用收集器内
16212,95-79-4,隔离泄漏污染区，限制出入
16213,95-79-4,切断火源
16214,95-79-4,建议应急处理人员戴防尘面具（全面罩），穿防毒服
16215,95-79-4,用洁净的铲子收集于干燥、洁净、有盖的容器中，转移至安全场所
16216,95-79-4,若大量泄漏，收集回收或运至废物处理场所处置
16217,95-80-7,隔离泄漏污染区，限制出入
16218,95-80-7,建议应急处理人员戴防尘口罩，穿防毒服，戴橡胶手套
16219,95-80-7,穿上适当的防护服前严禁接触破裂的容器和泄漏物
16220,95-80-7,尽可能切断泄漏源
16221,95-80-7,用塑料布覆盖泄漏物，减少飞散
16222,95-80-7,勿使水进入包装容器内
16223,95-80-7,用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
16224,95-82-9,隔离泄漏污染区，限制出入
16225,95-82-9,消除所有点火源
16226,95-82-9,建议应急处理人员戴防尘口罩，穿防毒服，戴橡胶手套
16227,95-82-9,穿上适当的防护服前严禁接触破裂的容器和泄漏物
16228,95-82-9,尽可能切断泄漏源
16229,95-82-9,用塑料布覆盖泄漏物，减少飞散
16230,95-82-9,勿使水进入包装容器内
16231,95-82-9,用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
16232,95-85-2,隔离泄漏污染区，限制出入
16233,95-85-2,切断火源
16234,95-85-2,建议应急处理人员戴防尘口罩，穿一般作业工作服
16235,95-85-2,不要直接接触泄漏物
16236,95-85-2,小量泄漏：避免扬尘，小心扫起，收集于干燥、洁净、有盖的容器中
16237,95-85-2,大量泄漏：收集回收或运至废物处理场所处置
16238,95-87-4,隔离泄漏污染区，限制出入
16239,95-87-4,切断火源
16240,95-87-4,建议应急处理人员戴防尘口罩，穿防腐防毒服
16241,95-87-4,不要直接接触泄漏物
16242,95-87-4,小量泄漏：避免扬尘，小心扫起，收集于密闭容器中
16243,95-87-4,大量泄漏：收集回收或运至废物处理场所处置
16244,95-92-1,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
16245,95-92-1,建议应急处理人员戴正压自给式呼吸器，穿防毒服，戴防化学品手套
